Category,Organization,Filed,Sub-Docket,Accession,Description
Filed By,Rail Electrification Council,08/17/2022,0,20220817-5225 Go to Doc InfoGo to File List,Comments of The Rail Electrification Council under RM21-17.
Filed By,American Transmission Company LLC,08/17/2022,0,20220817-5303 Go to Doc InfoGo to File List,Comments of American Transmission Company LLC under RM21-17.
Filed By,Individual No Affiliation,08/17/2022,0,20220817-5304 Go to Doc InfoGo to File List,Comments of Kentucky Public Service Commission Chairman and Commissioner Kent A. Chandler under RM21-17.
Filed By,"Clenera, LLC GREENFIELDS IRRIGATION DISTRICT",08/17/2022,0,20220817-5305 Go to Doc InfoGo to File List,Joint Comments of Montana QF Developers under RM21-17.
Filed By,National Wildlife Federation,08/17/2022,0,20220817-5067 Go to Doc InfoGo to File List,Comments from supporters of the National Wildlife Federation Action Fund under RM21-17.
Filed By,New England States Committee on Electricity,08/17/2022,0,20220817-5068 Go to Doc InfoGo to File List,Initial Comments of New England States Committee on Electricity under RM21-17.
Filed By,"North American Electric Reliability Corporation Midwest Reliability Organization Northeast Power Coordinating Council, Inc. , ReliabilityFirst Corporation , SERC Reliability Corporation , Texas Reliability Entity, Inc. , Western Electricity Coordinating Council ,",08/17/2022,0,20220817-5070 Go to Doc InfoGo to File List,Comments of North American Electric Reliability Corporation et. al. under RM21-17.
Filed By,PPL Services Corporation,08/17/2022,0,20220817-5072 Go to Doc InfoGo to File List,Comments of PPL Services Corporation under RM21-17.
Filed By,Division of Public Utilities - Utah,08/17/2022,0,20220817-5073 Go to Doc InfoGo to File List,Comments of Utah Division of Public Utilities under RM21-17.
Filed By,ISO New England Inc.,08/17/2022,0,20220817-5091 Go to Doc InfoGo to File List,Initial Comments of ISO New England Inc. under RM21-17.
Filed By,Pacific Gas and Electric Company,08/17/2022,0,20220817-5092 Go to Doc InfoGo to File List,Comments of Pacific Gas and Electric Company under RM21-17.
Filed By,CHAMBER OF COMMERCE OF THE UNITED STATES,08/17/2022,0,20220817-5093 Go to Doc InfoGo to File List,Comments of United States Chamber of Commerce under RM21-17.
Filed By,National Grid Plc,08/17/2022,0,20220817-5095 Go to Doc InfoGo to File List,Comments of National Grid Plc under RM21-17.
Filed By,"Associated Electric Cooperative, Inc. Dalton Utilities Duke Energy Progress, LLC , Duke Energy Carolinas, LLC , Georgia Transmission Corporation , Louisville Gas and Electric Company , Kentucky Utilities Company , Municipal Electric Authority of Georgia , PowerSouth Energy Cooperative , Southern Company Services, Inc. , Tennessee Valley Authority ,",08/17/2022,0,20220817-5097 Go to Doc InfoGo to File List,Southeastern Regional Transmission Planning Process Sponsors' Initial Comments under RM21-17.
Filed By,PPL Electric Utilities Corporation on behalf of the Indicate,08/17/2022,0,20220817-5100 Go to Doc InfoGo to File List,Comments of the Indicated PJM Transmission Owners under RM21-17.
Filed By,U.S. Climate Alliance,08/17/2022,0,20220817-5103 Go to Doc InfoGo to File List,Comments from the U.S. Climate Alliance under RM21-17.
Filed By,"Shell Energy North America (U.S.), L.P.",08/17/2022,0,20220817-5106 Go to Doc InfoGo to File List,"Comments of Shell Energy North America (U.S.), L.P. et. al. under RM21-17."
Filed By,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",08/17/2022,0,20220817-5110 Go to Doc InfoGo to File List,"Comments of Hannon Armstrong Sustainable Infrastructure Capital, Inc. under RM21-17."
Filed By,American Council on Renewable Energy,08/17/2022,0,20220817-5126 Go to Doc InfoGo to File List,Comments of American Council on Renewable Energy under RM21-17.
Filed By,CTC Global Corporation,08/17/2022,0,20220817-5127 Go to Doc InfoGo to File List,Comments of CTC Global Corporation under RM21-17.
Filed By,Clean Energy Buyers Association,08/17/2022,0,20220817-5129 Go to Doc InfoGo to File List,Initial Comments of the Clean Energy Buyers Association under RM21-17.
Filed By,California Energy Commission,08/17/2022,0,20220817-5143 Go to Doc InfoGo to File List,Comments of the California Energy Commission under RM21-17.
Filed By,Attorney General's Office,08/17/2022,0,20220817-5144 Go to Doc InfoGo to File List,"Comment of the Washington Utilities and Transpiration Commission, Oregon Public Utility Commission, Washington State Department of Commerce, and Oregon Department of Energy under RM21-17. Erroneously Filed"
Filed By,State of Tennessee,08/17/2022,0,20220817-5148 Go to Doc InfoGo to File List,Initial Comments of the State of Tennessee under RM21-17.
Filed By,Virginia State Corporation Commission Staff,08/17/2022,0,20220817-5155 Go to Doc InfoGo to File List,Motion to Intervene and Comments of the Staff of Virginia State Corporation Commission under RM21-17.
Filed By,"Institute for Policy Integrity, New York University School o",08/17/2022,0,20220817-5170 Go to Doc InfoGo to File List,Comments of the Institute for Policy Integrity at New York University School of Law under RM21-17.
Filed By,"Transource Energy, LLC",08/17/2022,0,20220817-5171 Go to Doc InfoGo to File List,"Comments of Transource Energy, LLC under RM21-17."
Filed By,"SOUTHERN ENVIRONMENTAL LAW CENTER Southface Energy Institute, Inc. Southern Alliance for Clean Energy , North Carolina Sustainable Energy Association , Energy Alabama , South Carolina Coastal Conservation League ,",08/17/2022,0,20220817-5175 Go to Doc InfoGo to File List,Comments of Southeast Public Interest Groups under RM21-17.
Filed By,Industrial Customer Organizations,08/17/2022,0,20220817-5177 Go to Doc InfoGo to File List,Joint Comments of the Industrial Customer Organizations under RM21-17.
Filed By,Harvard Electricity Law Initiative,08/17/2022,0,20220817-5179 Go to Doc InfoGo to File List,Comments of the Harvard Electricity Law Initiative under RM21-17.
Filed By,Transmission Access Policy Study Group,08/17/2022,0,20220817-5183 Go to Doc InfoGo to File List,Initial Comments of Transmission Access Policy Study Group under RM21-17.
Filed By,"Southern Company Services, Inc.",08/17/2022,0,20220817-5147 Go to Doc InfoGo to File List,"Initial Comments of Southern Company Services, Inc. under RM21-17."
Filed By,Office of the Attorney General of Virginia,08/17/2022,0,20220817-5160 Go to Doc InfoGo to File List,"Comments of the Virginia Office of the Attorney General, Division of Consumer Counsel under RM21-17."
Filed By,Mississippi Public Service Commission,08/17/2022,0,20220817-5180 Go to Doc InfoGo to File List,Comments of the Mississippi Public Service Commission under RM21-17.
Filed By,Orsted North America Inc.,08/17/2022,0,20220817-5191 Go to Doc InfoGo to File List,Comments of Orsted North America Inc. under RM21-17.
Filed By,Duquesne Light Company,08/17/2022,0,20220817-5149 Go to Doc InfoGo to File List,Comments of Duquesne Light Company under RM21-17.
Filed By,ISO/RTO Council (IRC),08/17/2022,0,20220817-5150 Go to Doc InfoGo to File List,Initial Comments of the ISO/RTO Council under RM21-17.
Filed By,Conservation Law Foundation Acadia Center,08/17/2022,0,20220817-5151 Go to Doc InfoGo to File List,Comments of Acadia Center and Conservation Law Foundation under RM21-17.
Filed By,Exelon Corporation,08/17/2022,0,20220817-5152 Go to Doc InfoGo to File List,Comments of Exelon Corporation under RM21-17.
Filed By,Illinois Commerce Commission,08/17/2022,0,20220817-5153 Go to Doc InfoGo to File List,Comments of the Illinois Commerce Commission under RM21-17.
Filed By,San Diego Gas & Electric Company,08/17/2022,0,20220817-5156 Go to Doc InfoGo to File List,Comments of San Diego Gas & Electric Company under RM21-17.
Filed By,Electric Power Supply Association,08/17/2022,0,20220817-5157 Go to Doc InfoGo to File List,Comments of Electric Power Supply Association under RM21-17.
Filed By,DC Public Service Commission,08/17/2022,0,20220817-5190 Go to Doc InfoGo to File List,(doc-less) Motion to Intervene of DC Public Service Commission under RM21-17.
Filed By,Southern California Edison Company,08/17/2022,0,20220817-5193 Go to Doc InfoGo to File List,Comments of Southern California Edison Company on Notice of Proposed Rulemaking Regarding Transmission Planning under RM21-17.
Filed By,Vermont Public Utility Commission,08/17/2022,0,20220817-5011 Go to Doc InfoGo to File List,Comments of Vermont Public Utility Commission and Vermont Department of Public Service under RM21-17.
Filed By,U.S. Department of Energy,08/17/2022,0,20220817-5010 Go to Doc InfoGo to File List,Comments of United States Department of Energy under RM21-17.
Filed By,"BELMONT MUNICIPAL LIGHT DEPARTMENT Block Island Utility District Braintree Electric Light Department , Georgetown Municipal Light Department , HINGHAM MUNICIPAL LIGHTING PLANT , Littleton Electric Light & Water Department , Middleborough Gas & Electric Department , Middleton Electric Light Department , North Attleborough Electric Department , Norwood Light & Broadband Department , Pascoag Utility District , Reading Municipal Light Department , Stowe Electric Department , Taunton Municipal Lighting Plant , Wallingford Electric Division , Westfield Gas & Electric Light Department ,",08/17/2022,0,20220817-5012 Go to Doc InfoGo to File List,Motion to Intervene and Initial Rulemaking Comments of the New England Consumer-Owned Systems under RM21-17.
Filed By,WIRES,08/17/2022,0,20220817-5015 Go to Doc InfoGo to File List,Comments of WIRES under RM21-17.
Filed By,Xcel Energy Services Inc.,08/17/2022,0,20220817-5019 Go to Doc InfoGo to File List,Comments of Xcel Energy Services Inc. under RM21-17.
Filed By,Western Resource Advocates,08/17/2022,0,20220817-5021 Go to Doc InfoGo to File List,Comments of Western Public Interest Organizations under RM21-17.
Filed By,"Anbaric Development Partners, LLC",08/17/2022,0,20220817-5024 Go to Doc InfoGo to File List,"Initial Comments of Anbaric Development Partners, LLC under RM21-17."
Filed By,WATT Coalition,08/17/2022,0,20220817-5027 Go to Doc InfoGo to File List,Comments of WATT Coalition under RM21-17.
Filed By,Renewable Northwest,08/17/2022,0,20220817-5001 Go to Doc InfoGo to File List,Comments of Renewable Northwest under RM21-17.
Filed By,SWPG,08/17/2022,0,20220817-5020 Go to Doc InfoGo to File List,Comments of Southwestern Power Group under RM21-17.
Filed By,Maine Office of the Public Advocate,08/17/2022,0,20220817-5028 Go to Doc InfoGo to File List,Comments of Maine Office of the Public Advocate under RM21-17.
Filed By,"Southwest Power Pool, Inc.",08/17/2022,0,20220817-5141 Go to Doc InfoGo to File List,"Comments of Southwest Power Pool, Inc. under RM21-17."
Filed By,CITIZENS ENERGY CORPORATION,08/17/2022,0,20220817-5142 Go to Doc InfoGo to File List,Initial Comments of Citizens Energy Corporation under RM21-17.
Filed By,"Ameren Service Company, as agent for Union Electric Company",08/17/2022,0,20220817-5199 Go to Doc InfoGo to File List,Initial Comments of Ameren Services Company under RM21-17.
Filed By,NIPPC,08/17/2022,0,20220817-5201 Go to Doc InfoGo to File List,Comments of Northwest & Intermountain Power Producers Coalition under RM21-17.
Filed By,Amazon Energy LLC,08/17/2022,0,20220817-5206 Go to Doc InfoGo to File List,Initial Comments of Amazon Energy LLC under RM21-17.
Filed By,Advanced Energy Economy,08/17/2022,0,20220817-5213 Go to Doc InfoGo to File List,Comments of Advanced Energy Economy under RM21-17.
Filed By,American Public Power Association,08/17/2022,0,20220817-5214 Go to Doc InfoGo to File List,Initial Comments of the American Public Power Association under RM21-17.
Filed By,American Electric Power Service Corporation,08/17/2022,0,20220817-5224 Go to Doc InfoGo to File List,Initial Comments of American Electric Power Service Corporation under RM21-17.
Filed By,American Chemistry Council,08/18/2022,0,20220818-5005 Go to Doc InfoGo to File List,Comments of American Chemistry Council under RM21-17.
Filed By,Kansas Corporation Commission,08/18/2022,0,20220818-5008 Go to Doc InfoGo to File List,Initial Comments of Kansas Corporation Commission Chairman Dwight Keen under RM21-17.
Filed By,WE ACT for Environmental Justice,08/18/2022,0,20220818-5001 Go to Doc InfoGo to File List,Comments of We Act for Environmental Justice under RM21-17.
Filed By,California Energy Commission,08/18/2022,0,20220818-5004 Go to Doc InfoGo to File List,Comments of the California Energy Commission under RM21-17.
Filed By,Grid United LLC,08/18/2022,0,20220818-5012 Go to Doc InfoGo to File List,Comments of Grid United LLC under RM21-17.
Filed By,"Monitoring Analytics, LLC",08/18/2022,0,20220818-5017 Go to Doc InfoGo to File List,Comments of the Independent Market Monitor for PJM under RM21-17.
Filed By,Prysmian Group,08/18/2022,0,20220818-5018 Go to Doc InfoGo to File List,Comment of Prysmian Group under RM21-17.
Filed By,"QCoefficient, Inc.",08/18/2022,0,20220818-5010 Go to Doc InfoGo to File List,"Initial Comments of QCoefficient, Inc. Buildings as Batteries under RM21-17."
Filed By,Individual No Affiliation,08/18/2022,0,20220818-5014 Go to Doc InfoGo to File List,Comments of Wisconsin State Senator Robert L Cowles under RM21-17.
Filed By,Idaho Power Company,08/18/2022,0,20220818-5016 Go to Doc InfoGo to File List,Comment of Idaho Power Company under RM21-17.
Filed By,MEMBER OF CONGRESS US SENATOR,08/18/2022,0,20220818-4000 Go to Doc InfoGo to File List,Comments of Congress of the United States re Transmission Planning to Lower Costs and Improve Grid Reliability under RM21-17.
Filed By,Georgia Public Service Commission,08/18/2022,0,20220818-5036 Go to Doc InfoGo to File List,Comments of Georgia Public Service Commission under RM21-17.
Filed By,Evergreen Action,08/18/2022,0,20220818-5026 Go to Doc InfoGo to File List,"Comments of 4,440 people collected by Evergreen Action under RM21-17."
Filed By,Kansas Corporation Commission,08/23/2022,0,20220823-5094 Go to Doc InfoGo to File List,Initial Comments of the Kansas Corporation Commission under RM21-17.
Issued By,"SECRETARY OF THE COMMISSION, FERC",09/02/2022,0,20220902-3060 Go to Doc InfoGo to File List,Notice Denying Extension Of Time re Building for the Future Through Electric Regional Transmission Planning and Cost Allocation and Generator Interconnection under RM21-17.
Filed By,MISO Transmission Owners,09/06/2022,0,20220906-5110 Go to Doc InfoGo to File List,"MISO Transmission Owners submits revision to initial comments dated August 17, 2022 under RM21-17."
Filed By,Individual No Affiliation,09/07/2022,0,20220907-5021 Go to Doc InfoGo to File List,(doc-less) Motion to Intervene of Jack Spencer under RM21-17.
Filed By,"Kansas Industrial Consumers Group, Inc. and Kansans for Lowe",09/16/2022,0,20220916-5169 Go to Doc InfoGo to File List,"(doc-less) Motion to Intervene of Kansas Industrial Consumers Group, Inc. and Kansans for Lower Electric Rates, Inc. under RM21-17."
Filed By,"Institute for Policy Integrity, New York University School o",09/19/2022,0,20220919-5116 Go to Doc InfoGo to File List,Reply Comments of the Institute for Policy Integrity at New York University School of Law under RM21-17.
Filed By,WIRES,09/19/2022,0,20220919-5143 Go to Doc InfoGo to File List,Comments of WIRES under RM21-17.
Filed By,ENGIE North America Inc.,09/19/2022,0,20220919-5144 Go to Doc InfoGo to File List,Comments of ENGIE North America Inc. under RM21-17.
Filed By,The ITM Coalition,09/19/2022,0,20220919-5145 Go to Doc InfoGo to File List,Reply Comments of The ITM Coalition under RM21-17.
Filed By,"NextEra Energy, Inc.",09/19/2022,0,20220919-5147 Go to Doc InfoGo to File List,"Reply Comments of NextEra Energy, Inc. under RM21-17."
Filed By,"PJM Interconnection, L.L.C.",09/19/2022,0,20220919-5148 Go to Doc InfoGo to File List,"Reply Comments of PJM Interconnection, L.L.C. under RM21-17."
Filed By,Industrial Customer Organizations,09/19/2022,0,20220919-5155 Go to Doc InfoGo to File List,Reply Comments of The Industrial Customer Organizations under RM21-17.
Filed By,"NATURAL RESOURCES DEFENSE COUNCIL Sustainable FERC Project Sierra Club , Southface Institute , Environmental Defense Fund , Acadia Center , SOUTHERN ENVIRONMENTAL LAW CENTER , Conservation Law Foundation , NW Energy Coalition , Western Resources Advocates ,",09/19/2022,0,20220919-5156 Go to Doc InfoGo to File List,Reply Comments of Public Interest Organizations under RM21-17.
Filed By,"American Clean Power Association Alliance for Clean Energy New York Clean Grid Alliance , Mid-Atlantic Renewable Energy Coalition ,",09/19/2022,0,20220919-5179 Go to Doc InfoGo to File List,"Reply Comments of the American Clean Power Association, et al. on Notice of Proposed Rulemaking under EM21-17."
Filed By,"American Public Power Association Electricity Consumers Resource Council Large Public Power Council , DC OFFICE OF PEOPLES COUNSEL , THE DIVISION OF THE PUBLIC ADVOCATE FOR THE STATE OF DELAWAR , SOLAR ENERGY INDUSTRIES ASSOCIATION ,",09/19/2022,0,20220919-5180 Go to Doc InfoGo to File List,"Joint Reply Comment of American Public Power Association, et. al. under RM21-17."
Filed By,"Invenergy Solar Development North America LLC Invenergy Thermal Development LLC Invenergy Wind Development North America LLC , Invenergy Transmission LLC ,",09/19/2022,0,20220919-5164 Go to Doc InfoGo to File List,"Reply Comments of Invenergy Solar Development North America LLC, et. al. under RM21-17."
Filed By,"LS Power Grid, LLC",09/19/2022,0,20220919-5170 Go to Doc InfoGo to File List,"Limited Supplemental Reply Comments of LS Power Grid, LLC to Comments of PJM Interconnection, L.L.C. under RM21-17."
Filed By,Edison Electric Institute,09/19/2022,0,20220919-5177 Go to Doc InfoGo to File List,Reply Comments of the Edison Electric Institute under RM21-17.
Filed By,Environmental Law and Policy Center,09/19/2022,0,20220919-5182 Go to Doc InfoGo to File List,Reply Comments of the Conservation and Renewable Energy (CARE) Coalition under RM21-17.
Filed By,WATT Coalition,09/19/2022,0,20220919-5184 Go to Doc InfoGo to File List,Reply comments of WATT Coalition under RM21-17.
Filed By,Americans for a Clean Energy Grid,09/19/2022,0,20220919-5185 Go to Doc InfoGo to File List,Reply Comments of Americans for a Clean Energy Grid under RM21-17.
Filed By,"Entergy Services, LLC Entergy Arkansas, LLC Entergy Louisiana, LLC , Entergy Mississippi, LLC , Entergy New Orleans, LLC , Entergy Texas, Inc. ,",09/19/2022,0,20220919-5193 Go to Doc InfoGo to File List,"Limited Reply Comments of Entergy Services, LLC, et. al. under RM21-17."
Filed By,Office of the Attorney General of Virginia,09/19/2022,0,20220919-5194 Go to Doc InfoGo to File List,"Reply Comments of Virginia Office of the Attorney General, Division of Consumer Counsel under RM21-17."
Filed By,California Independent System Operator Corporation,09/19/2022,0,20220919-5195 Go to Doc InfoGo to File List,Reply Comments of California Independent System Operator Corporation under RM21-17.
Filed By,American Council on Renewable Energy,09/19/2022,0,20220919-5197 Go to Doc InfoGo to File List,Reply Comments of the American Council on Renewable Energy under RM21-17.
Filed By,State Water Contractors,09/19/2022,0,20220919-5165 Go to Doc InfoGo to File List,Comments of the State Water Contractors under RM21-17.
Filed By,Office of Ohio Consumers' Counsel,09/19/2022,0,20220919-5168 Go to Doc InfoGo to File List,Reply Comments of the Office of Ohio Consumer Counsel under RM21-17.
Filed By,"New York Transco, LLC",09/19/2022,0,20220919-5171 Go to Doc InfoGo to File List,"Reply Comments of New York Transco, LLC under RM21-17."
Filed By,"Dominion Energy Services, Inc.",09/19/2022,0,20220919-5173 Go to Doc InfoGo to File List,"Comments of Dominion Energy Services, Inc. under RM21-17."
Filed By,NAACP Grand Rapids,09/19/2022,0,20220919-5178 Go to Doc InfoGo to File List,Joint Comments of Greater Grand Rapids Chapter of the National Association for the Advancement of Colored People under RM21-17.
Filed By,"Alliant Energy Corporate Services, Inc. DTE Electric Company Consumers Energy Company ,",09/19/2022,0,20220919-5181 Go to Doc InfoGo to File List,"Reply Comments of Alliant Energy Corporate Services, Inc., Consumers Energy Company, and DTE Electric Company under RM21-17."
Filed By,Attorney General of Texas,09/19/2022,0,20220919-5188 Go to Doc InfoGo to File List,Motion to Intervene and Comments in Opposition of the State of Texas & Utah et al. under RM21-17.
Filed By,Electricity Transmission Competition Coalition,09/19/2022,0,20220919-5189 Go to Doc InfoGo to File List,Reply Comments of the Electricity Transmission Competition Coalition under RM21-17.
Filed By,CPUC,09/19/2022,0,20220919-5190 Go to Doc InfoGo to File List,Reply Comments of The California Public Utilities Commission under RM21-17.
Filed By,"Exelon Corporation Ameren Services Company Eversource Energy , ITC Holdings Corp. , National Grid USA , Public Service Electric & Gas Company , Xcel Energy Inc. ,",09/19/2022,0,20220919-5191 Go to Doc InfoGo to File List,Reply Comments of Developers Advocating Transmission Advancements under RM21-17.
Filed By,"LS Power Grid, LLC",09/19/2022,0,20220919-5196 Go to Doc InfoGo to File List,"Partial Reply Comments of LS Power Grid, LLC under RM21-17."
Filed By,"Transource Energy, LLC",09/19/2022,0,20220919-5199 Go to Doc InfoGo to File List,"Reply Comments of Transource Energy, LLC under RM21-17."
Filed By,Office of the People’s Counsel for the District of Columbia Maryland Office of People’s Counsel,09/19/2022,0,20220919-5203 Go to Doc InfoGo to File List,Reply Comments of the Office of the People’s Counsel for the District of Columbia and the Maryland Office of People’s Counsel under RM21-17.
Filed By,R Street Institute,09/19/2022,0,20220919-5206 Go to Doc InfoGo to File List,Reply Comments of R Street Institute under RM21-17.
Filed By,Maryland Energy Administration,09/19/2022,0,20220919-5205 Go to Doc InfoGo to File List,Comments of Maryland Energy Administration under RM21-17.
Filed By,MISO Transmission Owners,09/19/2022,0,20220919-5210 Go to Doc InfoGo to File List,Reply Comments of MISO Transmission Owners under RM21-17.
Filed By,"Portland General Electric Company Arizona Public Service Company Avista Corporation ,",09/19/2022,0,20220919-5215 Go to Doc InfoGo to File List,"Joint reply Comments of Arizona Public Service Company, Avista, and Portland General Electric Company under RM21-17."
Filed By,"Midcontinent Independent System Operator, Inc.",09/19/2022,0,20220919-5217 Go to Doc InfoGo to File List,"Reply Comments of the Midcontinent Independent System Operator, Inc. under RM21-17."
Filed By,"Cypress Creek Renewables, LLC",09/19/2022,0,20220919-5219 Go to Doc InfoGo to File List,"Reply Comments of Cypress Creek Renewables, LLC under RM21-17."
Filed By,"Kansas Industrial Consumers Group, Inc. and Kansans for Lowe",09/19/2022,0,20220919-5037 Go to Doc InfoGo to File List,"Comments of Kansas Industrial Consumers Group, Inc. and Kansans for Lower Electric Rates, Inc. under RM21-17."
Filed By,Michigan Attorney General,09/19/2022,0,20220919-5025 Go to Doc InfoGo to File List,Reply Comments of Michigan Attorney General and Citizens Utility Board of Michigan under RM21-17.
Filed By,"Shell Energy North America (U.S.), L.P.",09/19/2022,0,20220919-5020 Go to Doc InfoGo to File List,"Reply Comment of Shell Energy North America (U.S.), L.P. Shell New Energies US, LLC and Savion, LLC under RM21-17."
Filed By,UNION OF CONCERNED SCIENTISTS,09/19/2022,0,20220919-5047 Go to Doc InfoGo to File List,Comments of Union of Concerned Scientists under RM21-17.
Filed By,"Organization of PJM States, Inc.",09/19/2022,0,20220919-5048 Go to Doc InfoGo to File List,"Reply Comments of Organization of PJM States, Inc. under RM21-17."
Filed By,"International Transmission Company, et al.",09/19/2022,0,20220919-5160 Go to Doc InfoGo to File List,"Reply Comments of International Transmission Company, et al. under RM21-17."
Filed By,New England States Committee on Electricity,09/19/2022,0,20220919-5052 Go to Doc InfoGo to File List,Reply Comments of New England States Committee on Electricity under RM21-17.
Filed By,Citizens Energy Corporation,09/19/2022,0,20220919-5053 Go to Doc InfoGo to File List,Reply Comments of Citizens Energy Corporation under RM21-17.
Filed By,American Transmission Company LLC,09/19/2022,0,20220919-5057 Go to Doc InfoGo to File List,Comments of American Transmission Company LLC under RM21-17.
Filed By,"SOUTHERN ENVIRONMENTAL LAW CENTER Coastal Conservation League Energy Alabama , Southface Energy Institute, Inc. , Southern Alliance for Clean Energy , North Carolina Sustainable Energy Association ,",09/19/2022,0,20220919-5067 Go to Doc InfoGo to File List,Reply Comments of Southeast Public Interest Groups under RM21-17.
Filed By,Solar Energy Industries Association,09/19/2022,0,20220919-5070 Go to Doc InfoGo to File List,Reply Comments of Solar Energy Industries Association under RM21-17.
Filed By,Pattern Energy Group LP,09/19/2022,0,20220919-5075 Go to Doc InfoGo to File List,Reply Comments of Pattern Energy Group LP under RM21-17.
Filed By,Mississippi Public Service Commission,09/19/2022,0,20220919-5080 Go to Doc InfoGo to File List,Reply Comments of the Mississippi Public Service Commission under RM21-17.
Filed By,Connecticut Department of Energy and Environmental Protectio,09/19/2022,0,20220919-5084 Go to Doc InfoGo to File List,Comments of Connecticut Department of Energy and Environmental Protection under RM21-17.
Filed By,"American Municipal Power, Inc.",09/19/2022,0,20220919-5198 Go to Doc InfoGo to File List,"Reply Comments of American Municipal Power, Inc. under RM21-17."
Filed By,Transmission Access Policy Study Group,09/19/2022,0,20220919-5104 Go to Doc InfoGo to File List,Reply Comments of Transmission Access Policy Study Group under RM21-17.
Filed By,Utah Division of Public Utilities,09/19/2022,0,20220919-5105 Go to Doc InfoGo to File List,Reply Comments of Utah Division of Public Utilities under RM21-17.
Filed By,Massachusetts Attorney General Maura Healey,09/19/2022,0,20220919-5106 Go to Doc InfoGo to File List,Reply Comments of Massachusetts Attorney General Maura Healey under RM21-17.
Filed By,"City of New York, New York",09/19/2022,0,20220919-5107 Go to Doc InfoGo to File List,Reply Comments of the City of New York under RM21-17.
Filed By,American Public Power Association,09/19/2022,0,20220919-5157 Go to Doc InfoGo to File List,Reply Comments of the American Public Power Association under RM21-17.
Filed By,"Anbaric Development Partners, LLC",09/19/2022,0,20220919-5113 Go to Doc InfoGo to File List,"Reply Comments of Anbaric Development Partners, LLC under RM21-17."
Filed By,Transmission Dependent Utility Systems,09/19/2022,0,20220919-5071 Go to Doc InfoGo to File List,Reply Comments of Transmission Dependent Utility Systems under RM21-17.
Filed By,Pacific Gas & Electric Company,09/19/2022,0,20220919-5074 Go to Doc InfoGo to File List,Pacific Gas & Electric Company's Reply Comments on Notice of Proposed Rulemaking under RM21-17.
Filed By,Clean Energy Buyers Association,09/19/2022,0,20220919-5078 Go to Doc InfoGo to File List,Reply Comments of the Clean Energy Buyers Association under RM21-17.
Filed By,Louisiana Public Service Commission,09/19/2022,0,20220919-5076 Go to Doc InfoGo to File List,Reply Comments of Louisiana Public Service Commission under RM21-17.
Filed By,Individual No Affiliation,09/19/2022,0,20220919-5102 Go to Doc InfoGo to File List,Reply Comments of Kentucky Public Service Commission Chairman and Commissioner Kent A. Chandler under RM21-17.
Filed By,National Rural Electric Cooperative Association,09/19/2022,0,20220919-5103 Go to Doc InfoGo to File List,Reply Comments of the National Rural Electric Cooperative Association under RM21-17.
Filed By,"Southern Company Services, Inc. Associated Electric Cooperative, Inc. Dalton Utilities , Duke Energy Carolinas, LLC and Duke Energy Progress, LLC , Georgia Transmission Corporation , Louisville Gas and Electric Company , Kentucky Utilities Company , Municipal Electric Authority of Georgia , PowerSouth Energy Cooperative , Tennessee Valley Authority ,",09/19/2022,0,20220919-5118 Go to Doc InfoGo to File List,Southeastern Regional Transmission Planning Process Sponsors' Reply Comments under RM21-17.
Filed By,"Ameren Service Company, as agent for Union Electric Company",09/19/2022,0,20220919-5130 Go to Doc InfoGo to File List,Reply Comments of Ameren Services Company under RM21-17.
Filed By,"Avangrid, Inc.",09/19/2022,0,20220919-5137 Go to Doc InfoGo to File List,"Reply Comments of Avangrid, Inc. under RM21-17."
Filed By,Advanced Energy Economy,09/19/2022,0,20220919-5138 Go to Doc InfoGo to File List,Reply Comments of Advanced Energy Economy under RM21-17.
Filed By,"Americans for Fair Energy Prices, Inc.",09/19/2022,0,20220919-5140 Go to Doc InfoGo to File List,"Reply Comments of Americans for Fair Energy Prices, Inc. under RM21-17."
Filed By,New Jersey Board of Public Utilities,09/19/2022,0,20220919-5141 Go to Doc InfoGo to File List,Comments of New Jersey Board of Public Utilities under RM21-17.
Filed By,Large Public Power Council,09/19/2022,0,20220919-5142 Go to Doc InfoGo to File List,Reply Comments of The Large Public Power Council under RM21-17.
Filed By,Industrial Customer Organizations,09/19/2022,0,20220919-5146 Go to Doc InfoGo to File List,Reply Comments of The Electricity Transmission Competition Coalition under RM21-17.
Filed By,American Electric Power Service Corporation,09/19/2022,0,20220919-5153 Go to Doc InfoGo to File List,Reply Comments of American Electric Power Service Corporation under RM21-17.
Filed By,Individual No Affiliation,09/19/2022,0,20220919-5127 Go to Doc InfoGo to File List,Comments of Wisconsin State Senator Julian Bradley and Representative David Steffen under RM21-17.
Filed By,"BELMONT MUNICIPAL LIGHT DEPARTMENT Block Island Utility District Braintree Electric Light Department , CHICOPEE ELECTRIC LIGHT DEPARTMENT , Georgetown Municipal Light Department , HINGHAM MUNICIPAL LIGHTING PLANT , Littleton Electric Light & Water Department , Middleborough Gas & Electric Department , Middleton Electric Light Department , North Attleborough Electric Department , Norwood Light & Broadband Department , Pascoag Utility District , Reading Municipal Light Department , Stowe Electric Department , Taunton Municipal Lighting Plant , Wallingford Electric Division , Westfield Gas & Electric Light Department ,",09/19/2022,0,20220919-5128 Go to Doc InfoGo to File List,"Reply Comments of Belmont Municipal Light Department, et. al. under RM21-17."
