index,Category,Organization,Filed,Sub-Docket,Accession,Description,Accession_Num
408,Filed By,Microgrid Resources Coalition,07/18/2022,0,20220718-5113 Go to Doc InfoGo to File List,Comments of Microgrid Resources Coalition under RM21-17.,20220718-5113
410,Filed By,Georgia Public Service Commission,07/27/2022,0,20220727-5114 Go to Doc InfoGo to File List,Motion of Georgia Public Service Commission for Extension of Time to Submit Comments and Request for Expedited Action under RM21-17.,20220727-5114
412,Filed By,"Potomac Economics, Ltd.",08/04/2022,0,20220804-5002 Go to Doc InfoGo to File List,"Comments of Potomac Economics, Ltd. under RM21-17.",20220804-5002
414,Filed By,LADWP,08/11/2022,0,20220811-5030 Go to Doc InfoGo to File List,Comments of Los Angeles Department of Water and Power under RM21-17.,20220811-5030
416,Filed By,New England Power Pool Participants Committee,08/12/2022,0,20220812-5158 Go to Doc InfoGo to File List,Initial Comments of the New England Power Pool Participants Committee under RM21-17.,20220812-5158
418,Filed By,National Electrical Manufacturers Association,08/15/2022,0,20220815-5021 Go to Doc InfoGo to File List,Comments of National Electrical Manufacturers Association under RM21-17.,20220815-5021
419,Filed By,Individual No Affiliation,08/15/2022,0,20220815-5065 Go to Doc InfoGo to File List,Comments of Handy Law LLC under RM21-17.,20220815-5065
420,Filed By,Vermont Electric Power Company,08/15/2022,0,20220815-5122 Go to Doc InfoGo to File List,"Comments of Vermont Electric Power Company, Inc. et. al. under RM21-17.",20220815-5122
421,Filed By,RMI,08/16/2022,0,20220816-5125 Go to Doc InfoGo to File List,Comments of RMI under RM21-17.,20220816-5125
423,Filed By,"Smart Wires, Inc.",08/16/2022,0,20220816-5126 Go to Doc InfoGo to File List,"Comments of Smart Wires, Inc. under RM21-17.",20220816-5126
424,Filed By,UNITED STATES SENATOR,08/16/2022,0,20220816-4000 Go to Doc InfoGo to File List,"Comments of United States Senator John Hickenlooper et al, re the proposed reforms to how to approach critical electric transmission system infrastructure under RM22-14 et al.",20220816-4000
425,Filed By,American Council on Renewable Energy,08/16/2022,0,20220816-5129 Go to Doc InfoGo to File List,Comments of American Council on Renewable Energy et. al. under RM21-17.,20220816-5129
426,Filed By,Nebraska Power Review Board,08/16/2022,0,20220816-5133 Go to Doc InfoGo to File List,Comments of Nebraska Power Review Board under RM21-17.,20220816-5133
427,Filed By,GridLab,08/16/2022,0,20220816-5142 Go to Doc InfoGo to File List,Comments of GridLab under RM21-17.,20220816-5142
428,Filed By,Center for Biological Diversity,08/16/2022,0,20220816-5121 Go to Doc InfoGo to File List,Comments of Center for Biological Diversity under RM21-17.,20220816-5121
429,Filed By,American Council on Renewable Energy,08/16/2022,0,20220816-5085 Go to Doc InfoGo to File List,Comments of American Council on Renewable Energy et. al. under RM21-17.,20220816-5085
430,Filed By,Alabama Public Service Commission,08/16/2022,0,20220816-5042 Go to Doc InfoGo to File List,Comments of Alabama Public Service Commission under RM21-17.,20220816-5042
431,Filed By,Pennsylvania Public Utility Commission,08/16/2022,0,20220816-5053 Go to Doc InfoGo to File List,Comments of Pennsylvania Public Utility Commission under RM21-17.,20220816-5053
432,Filed By,Consumer Organizations,08/16/2022,0,20220816-5006 Go to Doc InfoGo to File List,Joint Comments of Consumer Organizations under RM21-17.,20220816-5006
433,Filed By,"NRG Energy, Inc.",08/16/2022,0,20220816-5007 Go to Doc InfoGo to File List,"Comments of NRG Energy, Inc. under RM21-17.",20220816-5007
435,Filed By,MINNESOTA PUBLIC UTILITIES COMMISSION Minnesota Department of Commerce,08/16/2022,0,20220816-5103 Go to Doc InfoGo to File List,Initial Joint Comments of the Minnesota Public Utilities Commission and Minnesota Department of Commerce under RM21-17.,20220816-5103
436,Filed By,"Dominion Energy Services, Inc.",08/17/2022,0,20220817-5084 Go to Doc InfoGo to File List,"Comments of Dominion Energy Services, Inc. under RM21-17.",20220817-5084
437,Filed By,New York Power Authority,08/17/2022,0,20220817-5087 Go to Doc InfoGo to File List,"Comments of New York Power Authority, Inc. under RM21-17.",20220817-5087
438,Filed By,Form Energy,08/17/2022,0,20220817-5089 Go to Doc InfoGo to File List,"Comments of Form Energy, Inc. under RM21-17.",20220817-5089
439,Filed By,Pattern Energy Group LP,08/17/2022,0,20220817-5090 Go to Doc InfoGo to File List,Comments of Pattern Energy Group LP under RM21-17.,20220817-5090
440,Filed By,Business Council for Sustainable Energy,08/17/2022,0,20220817-5119 Go to Doc InfoGo to File List,Comments of the Business Council for Sustainable Energy under RM21-17.,20220817-5119
441,Filed By,Developers Advocating Transmission Advancements,08/17/2022,0,20220817-5078 Go to Doc InfoGo to File List,Initial Comments of Developers Advocating Transmission Advancements under RM21-17.,20220817-5078
442,Filed By,Duke Energy Corporation,08/17/2022,0,20220817-5094 Go to Doc InfoGo to File List,Comments of Duke Energy Corporation under RM21-17.,20220817-5094
443,Filed By,Edison Electric Institute,08/17/2022,0,20220817-5096 Go to Doc InfoGo to File List,Initial Comments of the Edison Electric Institute under RM21-17.,20220817-5096
444,Filed By,Transmission Agency of Northern California,08/17/2022,0,20220817-5101 Go to Doc InfoGo to File List,Comments of the Transmission Agency of Northern California under RM21-17.,20220817-5101
445,Filed By,"Invenergy Solar Development North America LLC Invenergy Thermal Development LLC Invenergy Wind Development North America LLC , Invenergy Transmission LLC ,",08/17/2022,0,20220817-5125 Go to Doc InfoGo to File List,"Comments of Invenergy Solar Development North America LLC, et. al. under RM21-17.",20220817-5125
446,Filed By,National Association of State Energy Officials,08/17/2022,0,20220817-5085 Go to Doc InfoGo to File List,Comments of the National Association of State Energy Officials under RM21-17.,20220817-5085
447,Filed By,Large Public Power Council,08/17/2022,0,20220817-5115 Go to Doc InfoGo to File List,Comments of Large Public Power Council under RM21-17.,20220817-5115
448,Filed By,Public Utilities Commission of Nevada,08/17/2022,0,20220817-5128 Go to Doc InfoGo to File List,Initial Comments of Public Utilities Commission of Nevada under RM21-17.,20220817-5128
449,Filed By,"PacifiCorp NV Energy, Inc.",08/17/2022,0,20220817-5120 Go to Doc InfoGo to File List,"Comments of PacifiCorp, et. al. under RM21-17.",20220817-5120
450,Filed By,"Middle River Power, LLC",08/17/2022,0,20220817-5122 Go to Doc InfoGo to File List,"Initial Comments of Middle River Power, LLC under RM21-17.",20220817-5122
451,Filed By,"Organization of MISO States, Inc.",08/17/2022,0,20220817-5123 Go to Doc InfoGo to File List,"Initial Comments of the Organization of Midcontinent Independent System Operator States, Inc. under RM21-17.",20220817-5123
452,Filed By,Iowa Utilities Board,08/17/2022,0,20220817-5319 Go to Doc InfoGo to File List,Comments of Iowa Utilities Board under RM21-17.,20220817-5319
453,Filed By,MISO Transmission Owners,08/17/2022,0,20220817-5317 Go to Doc InfoGo to File List,Initial Comments of the MISO Transmission Owners under RM21-17.,20220817-5317
454,Filed By,ENVIRONMENTAL LAW & POLICY CENTER,08/17/2022,0,20220817-5313 Go to Doc InfoGo to File List,Comments of Conservation and Renewable Energy (CARE) Coalition under RM21-17.,20220817-5313
455,Filed By,North Carolina Utilities Commission Public Staff,08/17/2022,0,20220817-5318 Go to Doc InfoGo to File List,Joint Comments of the Non-RTO NASUCA States under RM21-17.,20220817-5318
456,Filed By,ELCON,08/17/2022,0,20220817-5057 Go to Doc InfoGo to File List,Comments of Electricity Consumers Resource Council under RM21-17.,20220817-5057
457,Filed By,Great River Energy,08/17/2022,0,20220817-5060 Go to Doc InfoGo to File List,Comments of the Coalition of Midcontinent Independent System Operator Generation and Transmission Cooperatives under RM21-17.,20220817-5060
458,Filed By,Clean Energy States Alliance,08/17/2022,0,20220817-5162 Go to Doc InfoGo to File List,Comments of Clean Energy States Alliance under RM21-17.,20220817-5162
459,Filed By,"International Transmission Company, et al.",08/17/2022,0,20220817-5163 Go to Doc InfoGo to File List,"Comments of International Transmission Company, et al. under RM21-17.",20220817-5163
460,Filed By,Attorney General's Office,08/17/2022,0,20220817-5164 Go to Doc InfoGo to File List,Comments of Washington Utilities and Transportation Commission et. al. under RM21-17.,20220817-5164
461,Filed By,New England for Offshore Wind,08/17/2022,0,20220817-5184 Go to Doc InfoGo to File List,Comments of New England for Offshore Wind under RM21-17.,20220817-5184
462,Filed By,"Massachusetts Municipal Wholesale Electric Company New Hampshire Electric Cooperative, Inc. Connecticut Municipal Electric Energy Cooperative , Vermont Public Power Supply Authority ,",08/17/2022,0,20220817-5189 Go to Doc InfoGo to File List,"Comments of Massachusetts Municipal Wholesale Electric Company, et. al. under RM21-17.",20220817-5189
463,Filed By,Southern Renewable Energy Association,08/17/2022,0,20220817-5204 Go to Doc InfoGo to File List,Comments of Southern Renewable Energy Association under RM21-17.,20220817-5204
464,Filed By,Six Cities CA,08/17/2022,0,20220817-5205 Go to Doc InfoGo to File List,"Comments on Behalf of the Cities of Anaheim, Azusa, Banning, Colton, Pasadena, and Riverside, California under RM21-17.",20220817-5205
465,Filed By,Advanced Energy Buyers Group,08/17/2022,0,20220817-5219 Go to Doc InfoGo to File List,Comments of Advanced Energy Buyers Group under RM21-17.,20220817-5219
466,Filed By,"American Municipal Power, Inc.",08/17/2022,0,20220817-5220 Go to Doc InfoGo to File List,"Comments of American Municipal Power, Inc. under RM21-17.",20220817-5220
467,Filed By,"City of New York, New York",08/17/2022,0,20220817-5233 Go to Doc InfoGo to File List,"Initial Comments of City of New York, New York under RM21-17.",20220817-5233
468,Filed By,"Utility Intervention Unit, New York State Department of Stat",08/17/2022,0,20220817-5235 Go to Doc InfoGo to File List,"Comments of Utility Intervention Unit, New York State Department of State under RM21-17.",20220817-5235
469,Filed By,Interwest Energy Alliance,08/17/2022,0,20220817-5029 Go to Doc InfoGo to File List,Comments of Interwest Energy Alliance under RM21-17.,20220817-5029
470,Filed By,Indiana Utility Regulatory Commission,08/17/2022,0,20220817-5018 Go to Doc InfoGo to File List,Comments of Indiana Utility Regulatory Commission under RM21-17.,20220817-5018
471,Filed By,"Market Monitoring Unit of Southwest Power Pool, Inc.",08/17/2022,0,20220817-5035 Go to Doc InfoGo to File List,Comments of Market Monitoring Unit of Southwest Power Pool under RM21-17.,20220817-5035
472,Filed By,R Street Institute,08/17/2022,0,20220817-5207 Go to Doc InfoGo to File List,Comments of the R Street Institute under RM21-17.,20220817-5207
473,Filed By,Massachusetts Attorney General Maura Healey,08/17/2022,0,20220817-5210 Go to Doc InfoGo to File List,Initial Comments of Massachusetts Attorney General Maura Healey under RM21-17.,20220817-5210
474,Filed By,"New York Transmission Owners Central Hudson Gas & Electric Corporation New York Power Authority , New York State Electric & Gas Corporation , Rochester Gas and Electric Corporation , Niagara Mohawk d/b/a/ National Grid , Consolidated Edison Company of New York, Inc. , Orange and Rockland Utilities, Inc. , Long Island Power Authority ,",08/17/2022,0,20220817-5212 Go to Doc InfoGo to File List,"Comments of New York Transmission Owners, et. al. under RM21-17.",20220817-5212
475,Filed By,"Avangrid, Inc.",08/17/2022,0,20220817-5244 Go to Doc InfoGo to File List,"Comments of Avangrid, Inc. under RM21-17.",20220817-5244
476,Filed By,Idaho Public Utilities Commission,08/17/2022,0,20220817-5245 Go to Doc InfoGo to File List,Comments of Idaho Public Utilities Commission under RM21-17.,20220817-5245
477,Filed By,The Office of the Ohio Consumers' Counsel,08/17/2022,0,20220817-5260 Go to Doc InfoGo to File List,Comments of The Office of the Ohio Consumers' Counsel under RM21-17.,20220817-5260
478,Filed By,"NextEra Energy, Inc.",08/17/2022,0,20220817-5265 Go to Doc InfoGo to File List,"Initial Comments of NextEra Energy, Inc. under RM21-17.",20220817-5265
479,Filed By,CPUC,08/17/2022,0,20220817-5255 Go to Doc InfoGo to File List,Initial Comments of the California Public Utilities Commission under RM21-17.,20220817-5255
480,Filed By,New Mexico Renewable Energy Transmission Authority,08/17/2022,0,20220817-5256 Go to Doc InfoGo to File List,Comments of the New Mexico Renewable Energy Transmission Authority under RM21-17.,20220817-5256
481,Filed By,Electricity Transmission Competition Coalition,08/17/2022,0,20220817-5258 Go to Doc InfoGo to File List,Comments by the Electricity Transmission Competition Coalition in Opposition to Certain Aspects of the Proposed Rule under RM21-17.,20220817-5258
482,Filed By,California Department of Water Resources State Water Project,08/17/2022,0,20220817-5259 Go to Doc InfoGo to File List,Comments of California Department of Water Resources State Water Project under RM21-17.,20220817-5259
483,Filed By,Eversource Energy Service Company,08/17/2022,0,20220817-5266 Go to Doc InfoGo to File List,Comments of Eversource Energy Service Company under RM21-17.,20220817-5266
484,Filed By,California Independent System Operator Corporation,08/17/2022,0,20220817-5290 Go to Doc InfoGo to File List,Comments of California Independent System Operator Corporation under RM21-17.,20220817-5290
485,Filed By,Transmission Dependent Utility Systems,08/17/2022,0,20220817-5314 Go to Doc InfoGo to File List,Comments of The Transmission Dependent Utility Systems under RM21-17.,20220817-5314
486,Filed By,National Rural Electric Cooperative Association,08/17/2022,0,20220817-5316 Go to Doc InfoGo to File List,Comments of National Rural Electric Cooperative Association under RM21-17.,20220817-5316
487,Filed By,Omaha Public Power District,08/17/2022,0,20220817-5252 Go to Doc InfoGo to File List,Comments of Omaha Public Power District under RM21-17.,20220817-5252
488,Filed By,Ohio Federal Energy Advocate,08/17/2022,0,20220817-5254 Go to Doc InfoGo to File List,Comments of the Public Utilities Commission of Ohio's Office of the Federal Energy Advocate under RM21-17.,20220817-5254
489,Filed By,"NATURAL RESOURCES DEFENSE COUNCIL Sustainable FERC Project Western Resources Advocates , Environmental Defense Fund , Southface Institute , SOUTHERN ENVIRONMENTAL LAW CENTER , Acadia Center , Conservation Law Foundation , NW Energy Coalition , Fresh Energy , Sierra Club ,",08/17/2022,0,20220817-5270 Go to Doc InfoGo to File List,Comments of Public Interest Organizations under RM21-17.,20220817-5270
490,Filed By,California Municipal Utilities Association,08/17/2022,0,20220817-5272 Go to Doc InfoGo to File List,Comments of the California Municipal Utilities Association under RM21-17.,20220817-5272
491,Filed By,Arizona Public Service Company,08/17/2022,0,20220817-5275 Go to Doc InfoGo to File List,Comments of Arizona Public Service Company under RM21-17.,20220817-5275
492,Filed By,"Americans for Fair Energy Prices, Inc.",08/17/2022,0,20220817-5278 Go to Doc InfoGo to File List,"Comments of Americans for Fair Energy Prices, Inc. under RM21-17.",20220817-5278
493,Filed By,"Entergy Services, LLC Entergy Arkansas, LLC Entergy Louisiana, LLC , Entergy Mississippi, LLC , Entergy New Orleans, LLC , Entergy Texas, Inc. ,",08/17/2022,0,20220817-5315 Go to Doc InfoGo to File List,"Initial Comments of Entergy Services, LLC, et. al. under RM21-17.",20220817-5315
494,Filed By,WESTERN INTERSTATE ENERGY BOARD,08/17/2022,0,20220817-5281 Go to Doc InfoGo to File List,Comment of Western Interstate Energy Board on behalf of the Western State Representatives under RM21-17.,20220817-5281
495,Filed By,New Jersey Board of Public Utilities,08/17/2022,0,20220817-5283 Go to Doc InfoGo to File List,Comment of New Jersey Board of Public Utilities under RM21-17.,20220817-5283
496,Filed By,NAACP Grand Rapids,08/17/2022,0,20220817-5284 Go to Doc InfoGo to File List,Comments of Greater Grand Rapids Chapter of the National Association for the Advancement of Colored People under RM21-17.,20220817-5284
497,Filed By,NASUCA,08/17/2022,0,20220817-5285 Go to Doc InfoGo to File List,Initial Comments of the National Association of State Utility Consumer Advocates under RM21-17.,20220817-5285
498,Filed By,Colorado Office of the Utility Consumer Advocate,08/17/2022,0,20220817-5287 Go to Doc InfoGo to File List,Comment of Colorado Office of the Utility Consumer Advocate under RM21-17.,20220817-5287
499,Filed By,Vistra Energy Corp.,08/17/2022,0,20220817-5288 Go to Doc InfoGo to File List,Initial Comments of Vistra Energy Corp. under RM21-17.,20220817-5288
500,Filed By,Connecticut Department of Energy & Environmental Protection,08/17/2022,0,20220817-5289 Go to Doc InfoGo to File List,Comment of the State Agencies under RM21-17.,20220817-5289
501,Filed By,Office of the People’s Counsel for the District of Columbia Maryland People's Counsel,08/17/2022,0,20220817-5291 Go to Doc InfoGo to File List,Comments of Office of the People’s Counsel for the District of Columbia and the Maryland Office of People’s Counsel re the Notice of Proposed Rulemaking under RM21-17.,20220817-5291
502,Filed By,"DTE Electric Company Alliant Energy Corporate Services, Inc. Consumers Energy Company ,",08/17/2022,0,20220817-5293 Go to Doc InfoGo to File List,"Initial Comments of Alliant Energy Corporate Services, Inc., Consumers Energy Company, and DTE Electric Company under RM21-17.",20220817-5293
503,Filed By,"Organization of PJM States, Inc.",08/17/2022,0,20220817-5296 Go to Doc InfoGo to File List,"Comments of Organization of PJM States, Inc. under RM21-17.",20220817-5296
504,Filed By,Solar Energy Industries Association,08/17/2022,0,20220817-5239 Go to Doc InfoGo to File List,Comments of Solar Energy Industries Association under RM21-17.,20220817-5239
505,Filed By,Council of the City New Orleans,08/17/2022,0,20220817-5242 Go to Doc InfoGo to File List,Initial Comments of the Council of the City of New Orleans under RM21-17.,20220817-5242
506,Filed By,Iowa Office of Consumer Advocate Indiana Office of Utility Consumer Counselor,08/17/2022,0,20220817-5246 Go to Doc InfoGo to File List,Comments of Iowa Office of Consumer Advocate and Indiana Office of Utility Consumer Counselor under RM21-17.,20220817-5246
507,Filed By,"Enel North America, Inc.",08/17/2022,0,20220817-5251 Go to Doc InfoGo to File List,"Comments of Enel North America, Inc. under RM21-17.",20220817-5251
508,Filed By,National Association of Regulatory Utility Commissioners,08/17/2022,0,20220817-5261 Go to Doc InfoGo to File List,Comments of National Association of Regulatory Utility Commissioners under RM21-17.,20220817-5261
509,Filed By,Louisiana Public Service Commission,08/17/2022,0,20220817-5262 Go to Doc InfoGo to File List,Comments in Opposition of the Louisiana Public Service Commission under RM21-17.,20220817-5262
510,Filed By,New York State Public Service Commission New York State Energy Research and Development Authority,08/17/2022,0,20220817-5263 Go to Doc InfoGo to File List,"Initial Comments of the New York State Public Service Commission, et. al. under RM21-17.",20220817-5263
511,Filed By,National Wildlife Federation,08/17/2022,0,20220817-5271 Go to Doc InfoGo to File List,Comments of National Wildlife Federation and Affiliated State Organizations under RM21-17.,20220817-5271
512,Filed By,North Carolina Utilities Commission North Carolina Utilities Commission Public Staff,08/17/2022,0,20220817-5286 Go to Doc InfoGo to File List,Joint Comment of North Carolina Utilities Commission and the North Carolina Utilities Commission Public Staff under RM21-17.,20220817-5286
513,Filed By,"LS Power Grid, LLC",08/17/2022,0,20220817-5294 Go to Doc InfoGo to File List,"Comments of LS Power Grid, LLC under RM21-17.",20220817-5294
514,Filed By,North Dakota Public Service Commission,08/17/2022,0,20220817-5295 Go to Doc InfoGo to File List,Comment of North Dakota Public Service Commission Public Utilities Division under RM21-17.,20220817-5295
515,Filed By,Arizona Corporation Commission,08/17/2022,0,20220817-5297 Go to Doc InfoGo to File List,Comments of the Arizona Corporation Commission under RM21-17.,20220817-5297
516,Filed By,"PJM Interconnection, L.L.C.",08/17/2022,0,20220817-5298 Go to Doc InfoGo to File List,"Initial Comments of PJM Interconnection, L.L.C. under RM21-17.",20220817-5298
517,Filed By,VEIR Inc.,08/17/2022,0,20220817-5299 Go to Doc InfoGo to File List,Comment of VEIR Inc. under RM21-17.,20220817-5299
518,Filed By,Michigan Public Service Commission,08/17/2022,0,20220817-5307 Go to Doc InfoGo to File List,Comments of Michigan Public Service Commission under RM21-17.,20220817-5307
519,Filed By,Department of Justice,08/17/2022,0,20220817-5300 Go to Doc InfoGo to File List,Joint Comment of the U.S. Department of Justice and Federal Trade Commission under RM21-17.,20220817-5300
520,Filed By,BP America Inc.,08/17/2022,0,20220817-5301 Go to Doc InfoGo to File List,Comments of BP America Inc. under RM21-17.,20220817-5301
521,Filed By,"Onward Energy Holdings, LLC",08/17/2022,0,20220817-5302 Go to Doc InfoGo to File List,"Comments of Onward Energy Holdings, LLC under RM21-17.",20220817-5302
522,Filed By,ENGIE North America Inc.,08/17/2022,0,20220817-5306 Go to Doc InfoGo to File List,Comments of ENGIE North America Inc. under RM21-17.,20220817-5306
523,Filed By,Utah Public Service Commission,08/17/2022,0,20220817-5309 Go to Doc InfoGo to File List,Comments of Utah Public Service Commission under RM21-17.,20220817-5309
524,Filed By,"Avista Corporation Portland General Electric Company Puget Sound Energy, Inc. , Tacoma Power ,",08/17/2022,0,20220817-5310 Go to Doc InfoGo to File List,"Joint Comments of Avista Corporation, Portland General Electric, Puget Sound Energy, Inc, and Tacoma Power under RM21-17.",20220817-5310
525,Filed By,"Midcontinent Independent System Operator, Inc.",08/17/2022,0,20220817-5311 Go to Doc InfoGo to File List,"Comments of the Midcontinent Independent System Operator, Inc. under RM21-17.",20220817-5311
526,Filed By,Michigan Attorney General,08/17/2022,0,20220817-5312 Go to Doc InfoGo to File List,Comments of Michigan Attorney General and Citizens Utility Board of Michigan under RM21-17.,20220817-5312
527,Filed By,Utah Attorney General's Office,08/17/2022,0,20220817-5322 Go to Doc InfoGo to File List,State of Utah's and Other State's Comments and Request for Extension of Time for Reply Comments under RM21-17.,20220817-5322
528,Filed By,Evergreen Action,08/17/2022,0,20220817-5308 Go to Doc InfoGo to File List,Comments of Evergreen Action under RM21-17.,20220817-5308
529,Filed By,"Pine Gate Renewables, LLC",08/17/2022,0,20220817-5049 Go to Doc InfoGo to File List,"Comments of Pine Gate Renewables, LLC under RM21-17.",20220817-5049
530,Filed By,"Handy Law, LLC",08/17/2022,0,20220817-5050 Go to Doc InfoGo to File List,"Motion to Intervene and Comments of Handy Law, LLC under RM21-17.",20220817-5050
531,Filed By,Maryland Energy Administration,08/17/2022,0,20220817-5196 Go to Doc InfoGo to File List,Comments of Maryland Energy Administration under RM21-17.,20220817-5196
532,Filed By,"New York Transco, LLC",08/17/2022,0,20220817-5218 Go to Doc InfoGo to File List,"Comments of New York Transco, LLC under RM21-17.",20220817-5218
533,Filed By,Breakthrough Energy,08/17/2022,0,20220817-5221 Go to Doc InfoGo to File List,Comments of Breakthrough Energy under RM21-17.,20220817-5221
534,Filed By,"New York Independent System Operator, Inc.",08/17/2022,0,20220817-5198 Go to Doc InfoGo to File List,"Comments of New York Independent System Operator, Inc. under RM21-17.",20220817-5198
535,Filed By,Resale Power Group of Iowa,08/17/2022,0,20220817-5200 Go to Doc InfoGo to File List,Comments of Resale Power Group of Iowa under RM21-17.,20220817-5200
536,Filed By,"American Clean Power Association Alliance for Clean Energy New York Clean Grid Alliance , Mid-Atlantic Renewable Energy Coalition ,",08/17/2022,0,20220817-5211 Go to Doc InfoGo to File List,"Comments of American Clean Power Association, et. al. under RM21-17.",20220817-5211
537,Filed By,Americans for a Clean Energy Grid,08/17/2022,0,20220817-5222 Go to Doc InfoGo to File List,Comments of Americans for a Clean Energy Grid under RM21-17.,20220817-5222
538,Filed By,Rail Electrification Council,08/17/2022,0,20220817-5225 Go to Doc InfoGo to File List,Comments of The Rail Electrification Council under RM21-17.,20220817-5225
539,Filed By,American Transmission Company LLC,08/17/2022,0,20220817-5303 Go to Doc InfoGo to File List,Comments of American Transmission Company LLC under RM21-17.,20220817-5303
540,Filed By,Individual No Affiliation,08/17/2022,0,20220817-5304 Go to Doc InfoGo to File List,Comments of Kentucky Public Service Commission Chairman and Commissioner Kent A. Chandler under RM21-17.,20220817-5304
541,Filed By,"Clenera, LLC GREENFIELDS IRRIGATION DISTRICT",08/17/2022,0,20220817-5305 Go to Doc InfoGo to File List,Joint Comments of Montana QF Developers under RM21-17.,20220817-5305
542,Filed By,National Wildlife Federation,08/17/2022,0,20220817-5067 Go to Doc InfoGo to File List,Comments from supporters of the National Wildlife Federation Action Fund under RM21-17.,20220817-5067
543,Filed By,New England States Committee on Electricity,08/17/2022,0,20220817-5068 Go to Doc InfoGo to File List,Initial Comments of New England States Committee on Electricity under RM21-17.,20220817-5068
544,Filed By,"North American Electric Reliability Corporation Midwest Reliability Organization Northeast Power Coordinating Council, Inc. , ReliabilityFirst Corporation , SERC Reliability Corporation , Texas Reliability Entity, Inc. , Western Electricity Coordinating Council ,",08/17/2022,0,20220817-5070 Go to Doc InfoGo to File List,Comments of North American Electric Reliability Corporation et. al. under RM21-17.,20220817-5070
545,Filed By,PPL Services Corporation,08/17/2022,0,20220817-5072 Go to Doc InfoGo to File List,Comments of PPL Services Corporation under RM21-17.,20220817-5072
546,Filed By,Division of Public Utilities - Utah,08/17/2022,0,20220817-5073 Go to Doc InfoGo to File List,Comments of Utah Division of Public Utilities under RM21-17.,20220817-5073
547,Filed By,ISO New England Inc.,08/17/2022,0,20220817-5091 Go to Doc InfoGo to File List,Initial Comments of ISO New England Inc. under RM21-17.,20220817-5091
548,Filed By,Pacific Gas and Electric Company,08/17/2022,0,20220817-5092 Go to Doc InfoGo to File List,Comments of Pacific Gas and Electric Company under RM21-17.,20220817-5092
549,Filed By,CHAMBER OF COMMERCE OF THE UNITED STATES,08/17/2022,0,20220817-5093 Go to Doc InfoGo to File List,Comments of United States Chamber of Commerce under RM21-17.,20220817-5093
550,Filed By,National Grid Plc,08/17/2022,0,20220817-5095 Go to Doc InfoGo to File List,Comments of National Grid Plc under RM21-17.,20220817-5095
551,Filed By,"Associated Electric Cooperative, Inc. Dalton Utilities Duke Energy Progress, LLC , Duke Energy Carolinas, LLC , Georgia Transmission Corporation , Louisville Gas and Electric Company , Kentucky Utilities Company , Municipal Electric Authority of Georgia , PowerSouth Energy Cooperative , Southern Company Services, Inc. , Tennessee Valley Authority ,",08/17/2022,0,20220817-5097 Go to Doc InfoGo to File List,Southeastern Regional Transmission Planning Process Sponsors' Initial Comments under RM21-17.,20220817-5097
552,Filed By,PPL Electric Utilities Corporation on behalf of the Indicate,08/17/2022,0,20220817-5100 Go to Doc InfoGo to File List,Comments of the Indicated PJM Transmission Owners under RM21-17.,20220817-5100
553,Filed By,U.S. Climate Alliance,08/17/2022,0,20220817-5103 Go to Doc InfoGo to File List,Comments from the U.S. Climate Alliance under RM21-17.,20220817-5103
554,Filed By,"Shell Energy North America (U.S.), L.P.",08/17/2022,0,20220817-5106 Go to Doc InfoGo to File List,"Comments of Shell Energy North America (U.S.), L.P. et. al. under RM21-17.",20220817-5106
555,Filed By,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",08/17/2022,0,20220817-5110 Go to Doc InfoGo to File List,"Comments of Hannon Armstrong Sustainable Infrastructure Capital, Inc. under RM21-17.",20220817-5110
556,Filed By,American Council on Renewable Energy,08/17/2022,0,20220817-5126 Go to Doc InfoGo to File List,Comments of American Council on Renewable Energy under RM21-17.,20220817-5126
557,Filed By,CTC Global Corporation,08/17/2022,0,20220817-5127 Go to Doc InfoGo to File List,Comments of CTC Global Corporation under RM21-17.,20220817-5127
558,Filed By,Clean Energy Buyers Association,08/17/2022,0,20220817-5129 Go to Doc InfoGo to File List,Initial Comments of the Clean Energy Buyers Association under RM21-17.,20220817-5129
559,Filed By,California Energy Commission,08/17/2022,0,20220817-5143 Go to Doc InfoGo to File List,Comments of the California Energy Commission under RM21-17.,20220817-5143
560,Filed By,Attorney General's Office,08/17/2022,0,20220817-5144 Go to Doc InfoGo to File List,"Comment of the Washington Utilities and Transpiration Commission, Oregon Public Utility Commission, Washington State Department of Commerce, and Oregon Department of Energy under RM21-17. Erroneously Filed",20220817-5144
561,Filed By,State of Tennessee,08/17/2022,0,20220817-5148 Go to Doc InfoGo to File List,Initial Comments of the State of Tennessee under RM21-17.,20220817-5148
562,Filed By,Virginia State Corporation Commission Staff,08/17/2022,0,20220817-5155 Go to Doc InfoGo to File List,Motion to Intervene and Comments of the Staff of Virginia State Corporation Commission under RM21-17.,20220817-5155
563,Filed By,"Institute for Policy Integrity, New York University School o",08/17/2022,0,20220817-5170 Go to Doc InfoGo to File List,Comments of the Institute for Policy Integrity at New York University School of Law under RM21-17.,20220817-5170
564,Filed By,"Transource Energy, LLC",08/17/2022,0,20220817-5171 Go to Doc InfoGo to File List,"Comments of Transource Energy, LLC under RM21-17.",20220817-5171
