Category,Organization,Filed,Sub-Docket,Accession,Description
Filed By,Northwestern Corporation (Montana),04/01/2011,0,20110401-5145 Go to Doc InfoGo to File List,Request to Update Information of NorthWestern Corporation (Montana) under RM10-23.
Filed By,"Midwest Independent System Transmission Operator, Inc.",04/12/2011,0,20110412-5154 Go to Doc InfoGo to File List,"Request to Update Information of Midwest Independent System Transmission Operator, Inc. under ER11-1991, et. al."
Filed By,Delaware Public Service Commission,04/21/2011,0,20110421-5021 Go to Doc InfoGo to File List,Request to Update Information of Delaware Public Service Commission under RM10-23.
Filed By,Ohio Consumers' Counsel,07/12/2011,0,20110712-5065 Go to Doc InfoGo to File List,Notice of the Withdrawal and Notice of Appearance of Counsel and Designation of New Counsel of Record by the Office of the Ohio Consumers' Counsel under RM10-23.
Issued By,COMMISSIONERS & IMMEDIATE STAFF (THE COMMISSION),07/21/2011,0,20110721-4009 Go to Doc InfoGo to File List,News Release - Statement of Commissioner Philip D. Moeller on Transmission Planning and Cost Allocation under RM10-23.
Issued By,"EXTERNAL AFFAIRS, OFFICE OF",07/21/2011,0,20110721-4010 Go to Doc InfoGo to File List,"News Release - FERC Transmission Planning, Cost Allocation Reforms to Benefit Consumers under RM10-23."
Issued By,COMMISSIONERS & IMMEDIATE STAFF (THE COMMISSION),07/21/2011,0,20110721-4008 Go to Doc InfoGo to File List,News Release - Statement of Commissioner Cheryl A. LaFleur on Transmission Planning and Cost Allocation under RM10-23.
Issued By,COMMISSIONERS & IMMEDIATE STAFF (THE COMMISSION),07/21/2011,0,20110721-4011 Go to Doc InfoGo to File List,News Release - Statement of Commissioner Marc Spitzer on Transmission Planning and Cost Allocation under RM10-23.
Issued By,COMMISSIONERS & IMMEDIATE STAFF (THE COMMISSION),07/21/2011,0,20110721-4012 Go to Doc InfoGo to File List,News Release - Final Rule on Transmission Planning and Cost Allocation by Transmission Owning and Operating Public Utilities under RM10-23. Order No. 1000.
Issued By,"COMMISSIONERS & IMMEDIATE STAFF (THE COMMISSION) SECRETARY OF THE COMMISSION, FERC",07/21/2011,0,20110721-4021 Go to Doc InfoGo to File List,"Final Rule Order No. 1000 - Transmission Planning and Cost Allocation by Transmission Owning and Operating Public Utilities under RM10-23. Dissent of Commissioner Philip D. Moeller. (this replaces 20110721-3084), (order correcting chart format)."
Issued By,COMMISSIONERS & IMMEDIATE STAFF (THE COMMISSION),07/22/2011,0,20110722-3000 Go to Doc InfoGo to File List,News Release - Statement of Commissioner John R. Norris on Transmission Planning and Cost Allocation under RM10-23. Item No. E-6
Issued By,"SECRETARY OF THE COMMISSION, FERC",08/18/2011,0,20110818-3019 Go to Doc InfoGo to File List,Notice of Staff Informational Conferences re Transmission Planning and Cost Allocation by Transmission Owning and Operating Public Utilities under RM10-23.
Filed By,Georgia Public Service Commission,08/19/2011,1,20110819-5041 Go to Doc InfoGo to File List,Request for Rehearing of Georgia Public Service Commission under RM10-23.
Filed By,Illinois Commerce Commission,08/19/2011,1,20110819-5082 Go to Doc InfoGo to File List,Request for Rehearing of Illinois Commerce Commission under RM10-23.
Filed By,American Public Power Association,08/19/2011,1,20110819-5113 Go to Doc InfoGo to File List,Request for Rehearing of American Public Power Association under RM10-23.
Filed By,Public Service Commission of Wisconsin,08/22/2011,1,20110822-5053 Go to Doc InfoGo to File List,Request for Rehearing of Public Service Commission of Wisconsin under RM10-23.
Filed By,Baltimore Gas and Electric Company,08/22/2011,1,20110822-5055 Go to Doc InfoGo to File List,Request for Rehearing of Baltimore Gas and Electric Company under RM10-23.
Filed By,Coalition for Fair Transmission Policy,08/22/2011,1,20110822-5064 Go to Doc InfoGo to File List,Request for Rehearing of Coalition for Fair Transmission Policy under RM10-23.
Filed By,"New York Independent System Operator, Inc.",08/22/2011,1,20110822-5065 Go to Doc InfoGo to File List,"Request for Rehearing of New York Independent System Operator, Inc. under RM10-23."
Filed By,Sacramento Municipal Utility District,08/22/2011,1,20110822-5066 Go to Doc InfoGo to File List,Request of Sacramento Municipal Utility District for Rehearing of Order No. 1000 under RM10-23.
Filed By,Southern California Edison Company,08/22/2011,1,20110822-5067 Go to Doc InfoGo to File List,Southern California Edison Company (SCE) Request for Clarification or In The Alternative Rehearing under RM10-23.
Filed By,Duke Energy Corporation,08/22/2011,1,20110822-5074 Go to Doc InfoGo to File List,Request for Clarification of Duke Energy Corporation under RM10-23.
Filed By,National Rural Electric Cooperative Association,08/22/2011,1,20110822-5100 Go to Doc InfoGo to File List,Request for Rehearing of National Rural Electric Cooperative Association under RM10-23.
Filed By,American Transmission Company LLC,08/22/2011,1,20110822-5101 Go to Doc InfoGo to File List,Request for Rehearing of American Transmission Company LLC under RM10-23.
Filed By,Transmission Access Policy Study Group,08/22/2011,1,20110822-5109 Go to Doc InfoGo to File List,Request for Rehearing of the Transmission Access Policy Study Group under RM10-23.
Filed By,"Southern Company Services, Inc.",08/22/2011,1,20110822-5102 Go to Doc InfoGo to File List,"Request for Rehearing of Southern Company Services, Inc. under RM10-23."
Filed By,Vermont Department of Public Service Vermont Public Service Board,08/22/2011,1,20110822-5104 Go to Doc InfoGo to File List,Request of the Vermont Department of Public Service and the Vermont Public Service Board for Rehearing of Order No. 1000 under RM10-23.
Filed By,FirstEnergy Companies,08/22/2011,1,20110822-5103 Go to Doc InfoGo to File List,Request for Rehearing and Motion for Clarification of FirstEnergy Companies under RM10-23.
Filed By,Certain Sponsoring PJM Transmission Owners,08/22/2011,1,20110822-5118 Go to Doc InfoGo to File List,Joint Request for Rehearing of Certain Sponsoring PJM Transmission Owners under RM10-23.
Filed By,Florida Public Service Commission,08/22/2011,1,20110822-5126 Go to Doc InfoGo to File List,Request for Rehearing of Florida Public Service Commission under RM10-23.
Filed By,Bonneville Power Administration,08/22/2011,1,20110822-5120 Go to Doc InfoGo to File List,Request for Clarification or in the Alternative Rehearing of the Bonneville Power Administration under RM10-23.
Filed By,California Department of Water Resources State Water Project,08/22/2011,1,20110822-5125 Go to Doc InfoGo to File List,Request for Rehearing of California Department of Water Resources State Water Project under RM10-23.
Filed By,Western Independent Transmission Group,08/22/2011,1,20110822-5132 Go to Doc InfoGo to File List,"Request for Rehearing and Clarification of Western Independent Transmission Group under RM10-23. Filing contains incorrect document, and should be disregarded under ""no change"" rule."
Filed By,PPL Companies,08/22/2011,1,20110822-5137 Go to Doc InfoGo to File List,Request for Rehearing and Clarification of the PPL Companies under RM10-23.
Filed By,"ITC Holdings Corp. American Wind Energy Association IBERDROLA RENEWABLES, Inc. , NextEra Energy Resources, LLC , MidAmerican Energy Holdings Co. , American Electric Power Service Corporation ,",08/22/2011,1,20110822-5133 Go to Doc InfoGo to File List,"Joint Request for Rehearing of American Electric Power Corp., American Wind Energy Association, NextEra Energy Resources, Iberdrola Renewables, Inc., ITC Holdings Corp., and MidAmerican Energy Holdings Company under RM10-23-000, et. al.."
Filed By,North Carolina Utilities Commission,08/22/2011,1,20110822-5141 Go to Doc InfoGo to File List,Request for Rehearing of North Carolina Utilities Commission and Public Staff-North Carolina Utilities Commission under RM10-23.
Filed By,Midwest ISO Transmission Owners,08/22/2011,1,20110822-5143 Go to Doc InfoGo to File List,"Limited Request for Rehearing and Clarification of the Midwest ISO Transmission Owners, under Docket No. RM10-23."
Filed By,"Midwest Independent Transmission System Operator, Inc.",08/22/2011,1,20110822-5147 Go to Doc InfoGo to File List,"Request for Rehearing or Clarification of Order No. 1000 of Midwest Independent Transmission System Operator, Inc. under RM10-23."
Filed By,American Electric Power Service Corporation,08/22/2011,1,20110822-5148 Go to Doc InfoGo to File List,Request for Rehearing and Clarification of American Electric Power Service Corporation under RM10-23.
Filed By,Alabama Public Service Commission,08/22/2011,1,20110822-5146 Go to Doc InfoGo to File List,Request for Rehearing of Alabama Public Service Commission under RM10-23.
Filed By,National Association of Regulatory Utility Commissioners,08/22/2011,1,20110822-5149 Go to Doc InfoGo to File List,Request for Rehearing and Clarification of National Association of Regulatory Utility Commissioners under RM10-23.
Filed By,"Western Farmers Electric Cooperative Sunflower Electric Power Corporation Mid-Kansas Electric Company, LLC ,",08/22/2011,1,20110822-5150 Go to Doc InfoGo to File List,"Request for Rehearing, Clarification, and Partial Stay of Sunflower Electric Power Corporation, Mid-Kansas Electric Company, LLC, and Western Farmers Electric Cooperative under RM10-23."
Filed By,New York State Public Service Commission,08/22/2011,1,20110822-5153 Go to Doc InfoGo to File List,Request for Rehearing of the New York State Public Service Commission under RM10-23.
Filed By,Edison Electric Institute,08/22/2011,1,20110822-5155 Go to Doc InfoGo to File List,Request for Rehearing and Clarification of the Edison Electric Institute under RM10-23.
Filed By,Consumers Energy Company,08/22/2011,1,20110822-5165 Go to Doc InfoGo to File List,"Request For Clarification Or, In The Alternative, Rehearing Of MISO Northeast Transmission Customers of Consumers Energy Company under RM10-23."
Filed By,Transmission Dependent Utility Systems,08/22/2011,1,20110822-5168 Go to Doc InfoGo to File List,Request for Rehearing of Transmission Dependent Utility Systems under RM10-23.
Filed By,Ad Hoc Coalition of Southeastern Utilities,08/22/2011,1,20110822-5169 Go to Doc InfoGo to File List,Request for Rehearing of the Ad Hoc Coalition of Southeastern Utilities under RM10-23.
Filed By,"Orange and Rockland Utilities, Inc. New York Transmission Owners New York Power Authority , Central Hudson Gas & Electric Corporation , New York State Electric & Gas Corporation , Rochester Gas and Electric Corporation , Long Island Power Authority , Niagara Mohawk Power Corporation d/b/a Naitonal Grid , Consolidated Edison Company of New York, Inc. ,",08/22/2011,1,20110822-5176 Go to Doc InfoGo to File List,"Request for Rehearing of New York Transmission Owners, et al. under RM10-23."
Filed By,Kentucky Public Service Commission,08/22/2011,1,20110822-5170 Go to Doc InfoGo to File List,Comment of Kentucky Public Service Commission under RM10-23.
Filed By,National Rural Electric Cooperative Association,08/22/2011,1,20110822-5172 Go to Doc InfoGo to File List,"Request for Clarification and Rehearing of National Rural Electric Cooperative Association under RM10-23-000, et. al.."
Filed By,"Michigan Electric Transmission Company, LLC International Transmission Company ITC Midwest LLC , ITC Great Plains, LLC , Green Power Express LP ,",08/22/2011,1,20110822-5175 Go to Doc InfoGo to File List,"Request of International Transmission Company d/b/a ITCTransmission, Michigan Electric Transmission Company, LLC, ITC Midwest LLC, ITC Great Plains, LLC and Green Power Express LP for Rehearing and Clarification under RM10-23."
Filed By,Long Island Power Authority Long Island Lighting Company d/b/a LIPA,08/22/2011,1,20110822-5178 Go to Doc InfoGo to File List,Request for Rehearing for Purposes of Clarification of Long Island Power Authority and LIPA under RM10-23.
Filed By,California Independent System Operator Corporation,08/22/2011,1,20110822-5179 Go to Doc InfoGo to File List,Request for Rehearing and Motion for Clarification of the California Independent System Operator Corporation under RM10-23.
Filed By,"Arizona Electric Power Cooperative, Inc. Southwest Transmission Cooperative, Inc.",08/22/2011,1,20110822-5180 Go to Doc InfoGo to File List,"Request for Clarification and/or Rehearing of Arizona Electric Power Cooperative, Inc., et. al. under RM10-23."
Filed By,"Dayton Power and Light Company, The",08/22/2011,1,20110822-5181 Go to Doc InfoGo to File List,Request for Rehearing of The Dayton Power and Light Company under Docket No. RM10-23 (Order No. 1000).
Filed By,"Coalition of Midwest Transmission Customers American Forest & Paper Association Electricity Consumers Resource Council , Wisconsin Industrial Energy Group , American Chemistry Council , Georgia Industrial Group , Carolina Utility Customers Association , West Virginia Energy Users Group , PJM Industrial Customer Coalition , Association of Businesses Advocating Tariff Equity , Industrial Energy Users-Ohio , OKLAHOMA INDUSTRIAL ENERGY CONSUMERS ,",08/22/2011,1,20110822-5184 Go to Doc InfoGo to File List,"Request for Clarification and Rehearing of ELCON, AF&PA, and the Associated Industrial Groups, under RM10-23."
Filed By,Oklahoma Gas and Electric Company,08/22/2011,1,20110822-5189 Go to Doc InfoGo to File List,Request for Rehearing of Oklahoma Gas and Electric Company under RM10-23.
Filed By,Midwest ISO Transmission Owners,08/22/2011,1,20110822-5188 Go to Doc InfoGo to File List,Limited Request for Rehearing of Midwest ISO Transmission Owners under RM10-23.
Filed By,American Wind Energy Association,08/22/2011,1,20110822-5190 Go to Doc InfoGo to File List,Request for Rehearing of American Wind Energy Association under RM10-23.
Filed By,WIRES,08/22/2011,1,20110822-5194 Go to Doc InfoGo to File List,Petition for Rehearing and Reconsideration of WIRES under RM10-23.
Filed By,Nevada Power Company and Sierra Pacific Power Company,08/22/2011,1,20110822-5202 Go to Doc InfoGo to File List,Request for Rehearing of Nevada Power Company and Sierra Pacific Power Company under RM10-23.
Filed By,"Idaho Power Company MONTANA CONSUMER COUNSEL Pacificorp , Deseret Generation & Transmission Co-operative, Inc. , Portland General Electric Company , Idaho Public Utilities Commission , NorthWestern Energy, a division of NorthWestern Corporation , Montana Public Service Commission , Utah Public Service Commission , Wyoming Public Service Commission ,",08/22/2011,1,20110822-5204 Go to Doc InfoGo to File List,"Request of Northern Tier Transmission Group for Rehearing of July 21, 2011 Order under RM10-23."
Filed By,"NextEra Energy Resources, LLC",08/22/2011,1,20110822-5205 Go to Doc InfoGo to File List,"Request for Clarification and Rehearing of NextEra Energy Resources, LLC under RM10-23, et. al.."
Filed By,Xcel Energy Services Inc.,08/22/2011,1,20110822-5206 Go to Doc InfoGo to File List,Request for Rehearing and Clarification of Xcel Energy Services Inc. under RM10-23.
Filed By,Large Public Power Council,08/22/2011,1,20110822-5207 Go to Doc InfoGo to File List,Petition for Rehearing of the Large Public Power Council under RM10-23.
Filed By,Kentucky Public Service Commission,08/22/2011,1,20110822-5208 Go to Doc InfoGo to File List,Comment of Kentucky Public Service Commission under RM10-23.
Filed By,Nevada Power Company and Sierra Pacific Power Company,08/22/2011,1,20110822-5217 Go to Doc InfoGo to File List,Request for Rehearing of Nevada Power Company and Sierra Pacific Power Company under RM10-23.
Filed By,"PSEG Energy Resources & Trade LLC Public Service Electric and Gas Company PSEG Power LLC ,",08/22/2011,1,20110822-5220 Go to Doc InfoGo to File List,Request for Rehearing and Clarification of the PSEG Companies under RM10-23.
Filed By,Ameren Services Company,08/22/2011,1,20110822-5223 Go to Doc InfoGo to File List,Request for Rehearing of Ameren Services Company under RM10-23.
Filed By,"LS Power Transmission, LLC",08/22/2011,1,20110822-5219 Go to Doc InfoGo to File List,"LS Power Transmission, LLC's Request for Clarification, or in the Alternative, Rehearing of Order No. 1000 under RM10-23."
Filed By,Western Independent Transmission Group,08/22/2011,1,20110822-5221 Go to Doc InfoGo to File List,Request for Rehearing and Clarification of Western Independent Transmission Group under RM10-23.
Filed By,Energy Future Coalition,08/22/2011,0,20110822-5224 Go to Doc InfoGo to File List,Request for Rehearing of Energy Future Coalition et. al under RM10-23.
Filed By,SC Office Of Regulatory Staff,08/22/2011,0,20110822-5198 Go to Doc InfoGo to File List,Office of Regulatory Staff's Letter Supporting Southeastern Utilities Petition for Rehearing in RM10-23.
Filed By,MEAG Power,08/22/2011,0,20110822-5069 Go to Doc InfoGo to File List,"Request for Clarification or, in the Alternative, Rehearing of MEAG Power under RM10-23."
Filed By,Western Independent Transmission Group,09/06/2011,0,20110906-5158 Go to Doc InfoGo to File List,Limited Answer of the Western Independent Transmission Group re Transmission Planning and Cost Allocation by Transmission Owning and Operating Public Utilities under RM10-23.
Filed By,Western Independent Transmission Group,09/06/2011,1,20110906-5158 Go to Doc InfoGo to File List,Limited Answer of the Western Independent Transmission Group re Transmission Planning and Cost Allocation by Transmission Owning and Operating Public Utilities under RM10-23.
Filed By,"LS Power Transmission, LLC",09/06/2011,1,20110906-5164 Go to Doc InfoGo to File List,"LS Power Transmission, LLC's Motion for Leave to Answer and Answer to Requests for Clarification or Rehearing of Order No. 1000 under RM10-23."
Filed By,New Jersey Board of Public Utilities,09/12/2011,1,20110912-5269 Go to Doc InfoGo to File List,Request for Rehearing of New Jersey Board of Public Utilities under RM10-23.
Issued By,"SECRETARY OF THE COMMISSION, FERC",09/19/2011,1,20110919-3002 Go to Doc InfoGo to File List,Order granting rehearing for further consideration re Transmission Planning and Cost Allocation by Transmission Owning and Operating Public Utilities under RM10-23.
Filed By,Large Public Power Council,10/11/2011,1,20111011-5215 Go to Doc InfoGo to File List,Errata to Petition for Rehearing of the Large Public Power Council under RM10-23.
Filed By,INDIVIDUAL,11/01/2011,0,20111102-0043 Go to Doc InfoGo to File List,Comments of John Trued re their planning rules for reshaping the electric grid under RM10-23.
Filed By,Venable LLP,11/28/2011,0,20111128-5218 Go to Doc InfoGo to File List,"Request to Update Information of Venable LLP. under ER04-106, et al."
Filed By,Venable LLP,11/28/2011,1,20111128-5218 Go to Doc InfoGo to File List,"Request to Update Information of Venable LLP. under ER04-106, et al."
Filed By,Venable LLP,11/28/2011,2,20111128-5218 Go to Doc InfoGo to File List,"Request to Update Information of Venable LLP. under ER04-106, et al."
Filed By,INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS,01/03/2012,0,20120106-0021 Go to Doc InfoGo to File List,International Brotherhood of Electric Workers submits comments relating to the NYS transmission grid under RM10-23.
Issued By,COMMISSIONERS & IMMEDIATE STAFF (THE COMMISSION),05/17/2012,1,20120517-3071 Go to Doc InfoGo to File List,Statement of Commissioner John R. Norris on Rehearing of Transmission Planning and Cost Allocation Rule under RM10-23.
Issued By,FERC,05/17/2012,1,20120517-3069 Go to Doc InfoGo to File List,FERC Denies Rehearing of Transmission Planning and Cost Allocation Rule under RM10-23.
Issued By,COMMISSIONERS & IMMEDIATE STAFF (THE COMMISSION),05/17/2012,1,20120517-3070 Go to Doc InfoGo to File List,Statement of Commissioner Cheryl A. LaFleur on Rehearing of Transmission Planning and Cost Allocation Rule under RM10-23.
Issued By,"COMMISSIONERS & IMMEDIATE STAFF (THE COMMISSION) SECRETARY OF THE COMMISSION, FERC",05/17/2012,1,20120517-3073 Go to Doc InfoGo to File List,Order on Rehearing and Clarification regarding Transmission Planning and Cost Allocation by Transmission Owning and Operating Public Utilities under RM10-23.
Issued By,COMMISSIONERS & IMMEDIATE STAFF (THE COMMISSION),05/17/2012,1,20120517-4004 Go to Doc InfoGo to File List,Statement of Commissioner John R. Norris on Rehearing of Transmission Planning and Cost Allocation Rule under RM10-23. Item No. E-1
Filed By,SACRAMENTO MUNICIPAL UTILITY DISTRICT,05/24/2012,0,20120529-0039 Go to Doc InfoGo to File List,Petition of Sacramento Municipal Utility District in DC Court of Appeals for the Seventh Circuit for Review of FERC's Orders 1000 and 1000-A under RM10-23.
Filed By,SOUTH CAROLINA PUBLIC SERVICE AUTHORITY,05/25/2012,0,20120529-0038 Go to Doc InfoGo to File List,South Carolina Public Service Authority submits Petition for Review of pursuant to Order No. 1000 and 1000-A under RM10-23.
Filed By,COALITION FOR FAIR TRANSMISSION POLICY,05/29/2012,0,20120529-0040 Go to Doc InfoGo to File List,Petition for review of the coalition for fair transmission policy re Coalition Transmission Policy v FERC under RM10-23.
Filed By,Illinois Municipal Electric Agency,05/30/2012,0,20120530-5074 Go to Doc InfoGo to File List,"Notice of Change in Service Lists of Illinois Municipal Electric Agency under EL09-68, et. al.."
Filed By,"PSEG Energy Resources & Trade LLC PSEG COMPANIES Public Service Electric and Gas Company , PSEG Power LLC , Public Service Enterprise Group Incorporated ,",06/11/2012,0,20120611-5179 Go to Doc InfoGo to File List,"Petition of PSEG Companies in D.C. Court of Appeals for Review of FERC's Order Nos. 1000 and 1000-A under RM10-23, et al."
Filed By,"PSEG Energy Resources & Trade LLC PSEG COMPANIES Public Service Electric and Gas Company , PSEG Power LLC , Public Service Enterprise Group Incorporated ,",06/11/2012,1,20120611-5179 Go to Doc InfoGo to File List,"Petition of PSEG Companies in D.C. Court of Appeals for Review of FERC's Order Nos. 1000 and 1000-A under RM10-23, et al."
Filed By,Midwest ISO Transmission Owners,06/15/2012,2,20120618-5110 Go to Doc InfoGo to File List,"Limited Request of Midwest ISO Transmission Owners for Clarification or in the Alternative Rehearing of Order 1000-A (May 17, 2102) under RM10-23-002"
Filed By,Organization of MISO States,06/15/2012,2,20120615-5191 Go to Doc InfoGo to File List,"Request of the Organization of MISO States for Clarification or Rehearing of Order 1000-A (May 17, 2012) under RM10-23-002."
Filed By,Organization of MISO States,06/15/2012,2,20120615-5191 Go to Doc InfoGo to File List,"Request of the Organization of MISO States for Clarification or Rehearing of Order 1000-A (May 17, 2012) under RM10-23-002."
Filed By,Oklahoma Gas and Electric Company,06/18/2012,2,20120618-5111 Go to Doc InfoGo to File List,"Request of Oklahoma Gas and Electric Company for Rehearing of Order 1000-A (May 17, 2012) under RM10-23-002."
Filed By,American Electric Power Service Corporation,06/18/2012,2,20120618-5112 Go to Doc InfoGo to File List,"Request of American Electric Power Service Corporation for Clarification of Order 1000-A (May 17, 2012) and Request for Expedited Consideration under RM10-23-002."
Filed By,Transmission Access Policy Study Group,06/18/2012,2,20120618-5113 Go to Doc InfoGo to File List,"Request of Transmission Access Policy Study Group for Clarification and Rehearing of Order 1000-A (May 17, 2012) under RM10-23-002."
Filed By,Organization of MISO States,06/21/2012,2,20120621-5015 Go to Doc InfoGo to File List,Montana PSC supports OMS request for clarification or rehearing under RM10-23.
Filed By,"Southwest Power Pool, Inc.",06/29/2012,0,20120629-5256 Go to Doc InfoGo to File List,"Motion for Extension of Time of Southwest Power Pool, Inc. under RM10-23-000."
Issued By,"SECRETARY OF THE COMMISSION, FERC",07/05/2012,0,20120705-3015 Go to Doc InfoGo to File List,Notice shortening answer period re Transmission Planning and Cost Allocation by Transmission Owning and Operating Public Utilities under RM10-23.
Filed By,"Westar Energy, Inc.",07/09/2012,0,20120709-5118 Go to Doc InfoGo to File List,"Comment of Westar Energy, Inc. under RM10-23."
Filed By,"MORGAN, LEWIS & BOCKIUS, LLP",07/09/2012,0,20120709-0015 Go to Doc InfoGo to File List,Petition for Review of the Edison Electric Institute v FERC under RM10-23.
Filed By,"STINSON MORRISON HECKER, LLP",07/09/2012,1,20120709-0013 Go to Doc InfoGo to File List,"Correspondence from Stinson Morrison Hecker, LLP to US Court of Appeals for the District of Columbia Circuit re the National Rural Electric Cooperative Association v FERC under RM10-23."
Filed By,"MIDWEST ISO TRAMSMISSION OWNERS WRIGHT & TALISMAN, P.C.",07/09/2012,1,20120711-0002 Go to Doc InfoGo to File List,Petition for review of the Midwest ISO Transmission Owners under RM10-23. Part 2 of 6.
Filed By,"MIDWEST ISO TRAMSMISSION OWNERS WRIGHT & TALISMAN, P.C.",07/09/2012,1,20120711-0004 Go to Doc InfoGo to File List,Petition for review of the Midwest ISO Transmission Owners under RM10-23. Part 4 of 6.
Filed By,UNITED STATES COURT OF APPEALS,07/10/2012,1,20120711-0005 Go to Doc InfoGo to File List,Petition for review of the Midwest ISO Transmission Owners re Midwest ISO Transmisson Owners v FERC under RM10-23. Part 5 of 6.
Filed By,"MIDWEST ISO TRAMSMISSION OWNERS WRIGHT & TALISMAN, P.C.",07/10/2012,1,20120711-0001 Go to Doc InfoGo to File List,Petition for review of the Midwest ISO Transmission Owners under RM10-23. Part 1 of 6.
Filed By,"MIDWEST ISO TRAMSMISSION OWNERS WRIGHT & TALISMAN, P.C.",07/10/2012,1,20120711-0006 Go to Doc InfoGo to File List,Petition for review of the Midwest ISO Transmission Owners under RM10-23. Part 6 of 6.
Filed By,"MIDWEST ISO TRAMSMISSION OWNERS WRIGHT & TALISMAN, P.C.",07/10/2012,1,20120711-0003 Go to Doc InfoGo to File List,Petition for review of the Midwest ISO Transmission Owners under RM10-23. Part 3 of 6.
Filed By,"Sunflower Electric Power Corporation Mid-Kansas Electric Company, LLC",07/10/2012,0,20120710-5133 Go to Doc InfoGo to File List,"Comments of Sunflower Electric Power Corporation and Mid-Kansas Electric Company, LLC in Support of Request for Extension of Time Filed by Southwest Power Pool, Inc. under RM10-23."
Filed By,Nebraska Public Power District,07/10/2012,0,20120710-5061 Go to Doc InfoGo to File List,Comments of Nebraska Public Power District in Support of Request for Extension of Time under RM10-23.
Filed By,Oklahoma Gas and Electric Company,07/10/2012,0,20120710-5123 Go to Doc InfoGo to File List,Answer of Oklahoma Gas and Electric Company in Support of Request for Extension of Time under RM10-23.
Filed By,STINSON MORRISON HECKER,07/11/2012,0,20120711-0025 Go to Doc InfoGo to File List,Stinson Morrison Hecker submits Petition for Review re Large Public Power Council v FERC under RM10-23 et al.
Filed By,STINSON MORRISON HECKER,07/11/2012,1,20120711-0025 Go to Doc InfoGo to File List,Stinson Morrison Hecker submits Petition for Review re Large Public Power Council v FERC under RM10-23 et al.
Filed By,"US COURT OF APPEALS, DISTRICT OF COLUMBIA CIRCUIT",07/12/2012,0,20120713-0003 Go to Doc InfoGo to File List,Petition for review of New york Independent System Operator Inc under RM10-23.
Issued By,"SECRETARY OF THE COMMISSION, FERC",07/13/2012,0,20120713-3004 Go to Doc InfoGo to File List,"Notice of extension of time re Southwest Power Pool, Inc under RM10-23."
Filed By,"Michigan Electric Transmission Company, LLC International Transmission Company ITC Midwest LLC , ITC Great Plains, LLC ,",07/16/2012,0,20120716-5096 Go to Doc InfoGo to File List,"International Transmission Company d/b/a ITCTransmission, Michigan Electric Transmission Company, LLC, ITC Midwest LLC and ITC Great Plains, LLC Submit a Stamped Copy of Petition for Review as Filed in the D.C. Circuit under RM10-23."
Filed By,ALSTON & BIRD LLP,07/16/2012,0,20120716-0010 Go to Doc InfoGo to File List,Alston & Bird LLP submits Petition of First Energy Companies for Review of Orders of the FERC under RM10-23.
Issued By,"SECRETARY OF THE COMMISSION, FERC",07/16/2012,2,20120716-3006 Go to Doc InfoGo to File List,Order granting rehearing for further consideration re Transmission Planning and Cost Allocation by Transmission Owning and Operating Public Utilities under RM10-23.
Filed By,AMERICAN PUBLIC POWER ASSOCIATION,07/17/2012,0,20120717-0023 Go to Doc InfoGo to File List,American Public Power Association submits a Petition for Review of Commission Order Nos 1000 and 1000-A under RM10-23.
Filed By,MILLER BALIS & O'NEIL,07/23/2012,1,20120723-0012 Go to Doc InfoGo to File List,"Miller, Bails & O'Neil submits a petition for review of orders of the FERC by the American Public Power Association under RM10-23."
Filed By,"ITC HOLDING CO ITC Transmission Company MICHIGAN ELECTRIC TRANSMISSION COMPANY, LLC , ITC MIDWEST LLC , ITC GREAT PLAINS, LLC ,",07/23/2012,1,20120723-0013 Go to Doc InfoGo to File List,Petition for Review of International Transmission Company et al in the United States Court of Appeals for the District of Columbia Circuit v. FERC Orders 7/21/11 et al under RM10-23.
Filed By,"SOUTHERN COMPANY SERVICES, INC.",07/30/2012,0,20120730-0024 Go to Doc InfoGo to File List,Alabama Power Company submits Petition for Review of FERC Orders No 1000 et al under RM10-23.
Filed By,"Southern Company Services, Inc. Kentucky Utilities Company Ohio Valley Electric Corporation , Louisville Gas and Electric Company ,",08/17/2012,0,20120817-5050 Go to Doc InfoGo to File List,"Motion of Kentucky Utilities Company, et. al. for extension of time to file compliance filings in response to Order Nos. 1000 and 1000-A under RM10-23."
Issued By,"SECRETARY OF THE COMMISSION, FERC",08/17/2012,0,20120817-3026 Go to Doc InfoGo to File List,Notice shortening answer period re Transmission Planning and Cost Allocation by Transmission Owning and Operating Public Utilities under RM10-23.
Filed By,SOUTHERN ENVIRONMENTAL LAW CENTER,08/27/2012,0,20120827-5108 Go to Doc InfoGo to File List,"Comments of SOUTHERN ENVIRONMENTAL LAW CENTER, SIERRA CLUB, SOUTHERN ALLIANCE FOR CLEAN ENERGY, and SUSTAINABLE FERC PROJECT on motion of KU, LG&E, OVEC, and Southern Co. for extension of Order-1000 compliance filing deadline under RM10-23."
Filed By,"Southwest Power Pool, Inc.",08/31/2012,4,20120831-5294 Go to Doc InfoGo to File List,"Request for Clarification or in the Alternative Reconsideration of Southwest Power Pool, Inc. under RM10-23."
