Category,Organization,Filed,Sub-Docket,Accession,Description
Filed By,"American Clean Power Association Advanced Energy United Solar Energy Industries Association ,",10/06/2023,0,20231006-5207 Go to Doc InfoGo to File List,"Petition for Review filed in the United States Court of Appeals for the District of Columbia Circuit of Advance Energy United et al, re FERC’s Order No. 2023 under RM22-14."
Filed By,"Southwest Power Pool, Inc.",10/10/2023,0,20231010-5385 Go to Doc InfoGo to File List,Petition for Review in the United States Court of Appeals for the Eighth Circuit of Southwest Power Pool re FERC’s Order No. 2023 under RM22-14. (Case No. 23-3232).
Filed By,"Southwest Power Pool, Inc.",10/10/2023,1,20231010-5385 Go to Doc InfoGo to File List,Petition for Review in the United States Court of Appeals for the Eighth Circuit of Southwest Power Pool re FERC’s Order No. 2023 under RM22-14. (Case No. 23-3232).
Filed By,"PJM Interconnection, L.L.C.",10/10/2023,0,20231010-5246 Go to Doc InfoGo to File List,"Petition for Review in the United States Court of Appeals for the Third Circuit of PJM Interconnection, L.L.C. re FERC’s Order No. 2023 under RM22-14. (Case No. 23-2830)."
Filed By,"PJM Interconnection, L.L.C.",10/10/2023,1,20231010-5246 Go to Doc InfoGo to File List,"Petition for Review in the United States Court of Appeals for the Third Circuit of PJM Interconnection, L.L.C. re FERC’s Order No. 2023 under RM22-14. (Case No. 23-2830)."
Filed By,"American Clean Power Association Advanced Energy United Solar Energy Industries Association ,",10/10/2023,0,20231010-5277 Go to Doc InfoGo to File List,"Petition for Review in the United States Court of Appeals for the District of Columbia Circuit of Advanced Energy United, et al re FERC’s Order No. 2023 under RM22-14. (Case No. 23-1282)."
Filed By,"American Clean Power Association Advanced Energy United Solar Energy Industries Association ,",10/10/2023,1,20231010-5277 Go to Doc InfoGo to File List,"Petition for Review in the United States Court of Appeals for the District of Columbia Circuit of Advanced Energy United, et al re FERC’s Order No. 2023 under RM22-14. (Case No. 23-1282)."
Issued By,COMMISSIONERS AND IMMEDIATE STAFF (THE COMMISSION),10/11/2023,0,20231011-4002 Go to Doc InfoGo to File List,"Commissioner Allison Clements’ response to United States Senator Kevin Cramer's September 12, 2023 letter re transmission planning, cost allocation, and the implementation of the federal backstop siting authority under RM21-17 et al."
Issued By,COMMISSIONERS AND IMMEDIATE STAFF (THE COMMISSION),10/11/2023,0,20231011-4003 Go to Doc InfoGo to File List,"Commissioner Clements’ response to U.S. Senator Charles E. Schumer’s July 20, 2023 letter re FERC's notices of proposed rulemaking related to electric transmission under RM22-14."
Filed By,"Midcontinent Independent System Operator, Inc.",10/12/2023,0,20231012-5139 Go to Doc InfoGo to File List,"Petition for Review filed in the U.S. Court of Appeals for the District of Columbia Circuit of Midcontinent Independent System Operator, Inc. re FERC’s Order No. 2023 under RM22-14 (Case No. 23-1284)."
Filed By,"Midcontinent Independent System Operator, Inc.",10/12/2023,1,20231012-5139 Go to Doc InfoGo to File List,"Petition for Review filed in the U.S. Court of Appeals for the District of Columbia Circuit of Midcontinent Independent System Operator, Inc. re FERC’s Order No. 2023 under RM22-14 (Case No. 23-1284)."
Filed By,Consumers Energy Company,10/13/2023,0,20231013-5202 Go to Doc InfoGo to File List,Consumers Energy Company submits Request to Update Service List under RM22-14.
Filed By,"Guzman Energy LLC Guzman Western Slope LLC Guzman Energy Partners LLC ,",10/16/2023,0,20231016-5110 Go to Doc InfoGo to File List,"Guzman Energy LLC, et. al. submits Request to Update Service List under EL10-56, et. al."
Filed By,"Guzman Energy LLC Guzman Western Slope LLC Guzman Energy Partners LLC ,",10/16/2023,1,20231016-5110 Go to Doc InfoGo to File List,"Guzman Energy LLC, et. al. submits Request to Update Service List under EL10-56, et. al."
Filed By,PacifiCorp,10/17/2023,1,20231017-5172 Go to Doc InfoGo to File List,Petition for Review filed in the U.S. Court of Appeals for the District of Columbia Circuit of PacifiCorp under RM22-14 (No Case No.).
Filed By,"Cogentrix Energy Power Management, LLC",10/19/2023,0,20231019-5131 Go to Doc InfoGo to File List,"Comments of Cogentrix Energy Power Management, LLC in Support of Extending Time for Compliance Filings under RM22-14."
Issued By,"SECRETARY OF THE COMMISSION, FERC COMMISSIONERS AND IMMEDIATE STAFF (THE COMMISSION)",10/25/2023,0,20231025-3056 Go to Doc InfoGo to File List,"Order on Motions and Addressing Limited Arguments Raised on Rehearing and Setting Aside Prior Order, in Part re Improvements to Generator Interconnection Procedures and Agreements under RM22-14."
Issued By,"SECRETARY OF THE COMMISSION, FERC COMMISSIONERS AND IMMEDIATE STAFF (THE COMMISSION)",10/25/2023,1,20231025-3056 Go to Doc InfoGo to File List,"Order on Motions and Addressing Limited Arguments Raised on Rehearing and Setting Aside Prior Order, in Part re Improvements to Generator Interconnection Procedures and Agreements under RM22-14."
Filed By,Florida Power & Light Company,11/02/2023,0,20231102-5176 Go to Doc InfoGo to File List,Petition for Review filed in the United States Court of Appeals for the District of Columbia Circuit of Florida Power & Light Company under RM22-14. (Case No. 23-1293).
Filed By,Florida Power & Light Company,11/02/2023,1,20231102-5176 Go to Doc InfoGo to File List,Petition for Review filed in the United States Court of Appeals for the District of Columbia Circuit of Florida Power & Light Company under RM22-14. (Case No. 23-1293).
Filed By,"New York Independent System Operator, Inc.",11/07/2023,1,20231107-5022 Go to Doc InfoGo to File List,"Petition for Review filed in the U.S. Court of Appeals for the District of Columbia Circuit of New York Independent System Operator, Inc. re Order No. 2023 under RM22-14 (No Case No.)."
Filed By,"Dominion Energy Services, Inc.",11/08/2023,1,20231108-5164 Go to Doc InfoGo to File List,"Petition for Review filed in the U.S. Court of Appeals for the District of Columbia Circuit of Dominion Energy Services, Inc. re Order No. 2023 under RM22-14 (Case No. 23-1312)."
Filed By,NEW YORK INDEPENDENT SYSTEM OPER INC,11/09/2023,0,20231109-0003 Go to Doc InfoGo to File List,"Petition for Review filed in the U.S. Court of Appeals for the District of Columbia Circuit of New York Independent System Operator, Inc. re Order No. 2023 under RM22-14 (Case No. 23-1310)."
Filed By,HUNTON ANDREWS KURTH LLP NEW YORK INDEPENDENT SYSTEM OPERATOR INC,11/09/2023,0,20231109-0002 Go to Doc InfoGo to File List,"Petition for Review filed in the U.S. Court of Appeals for the District of Columbia Circuit of New York Independent System Operator, Inc. re Order No. 2023 under RM22-14 (Case No. 23-1310)."
Filed By,NEW YORK SYSTEM INDEPENDENT SYSTEM OPERATOR INC,11/09/2023,0,20231109-0006 Go to Doc InfoGo to File List,"Petition for Review filed in the U.S. Court of Appeals for the District of Columbia Circuit of New York Independent System Operator, Inc. re Order No. 2023 under RM22-14 (Case No. 23-1310)."
Filed By,NEW YORK INDEPENDENT SYSTEM OPERATOR INC,11/09/2023,0,20231109-0005 Go to Doc InfoGo to File List,"Petition for Review filed in the U.S. Court of Appeals for the District of Columbia Circuit of New York Independent System Operator, Inc. re Order No. 2023 under RM22-14 (Case No. 23-1310)."
Filed By,Exelon Corporation,11/09/2023,1,20231109-5103 Go to Doc InfoGo to File List,Petition for Review filed in the U.S. Court of Appeals for the District of Columbia Circuit of Exelon Corporation re Order No. 2023 under RM22-14 (Case No. 23-1313).
Filed By,NEW YORK INDEPENDENT SYSTEM OPERATOR INC,11/13/2023,0,20231109-0004 Go to Doc InfoGo to File List,"Petition for Review filed in the U.S. Court of Appeals for the District of Columbia Circuit of New York Independent System Operator, Inc. re Order No. 2023 under RM22-14 (Case No. 23-1310)."
Filed By,"Tri-State Generation and Transmission Association, Inc.",11/14/2023,0,20231114-5064 Go to Doc InfoGo to File List,"Tri-State Generation and Transmission Association, Inc. submits Request to Update Service List under EL20-25, et. al."
Issued By,CHAIR AND IMMEDIATE STAFF (FERC),11/16/2023,0,20231116-4001 Go to Doc InfoGo to File List,Chairman Willie Phillips' response to National Caucus of Environmental Legislators re FERC's notice of proposed rulemakings related to Regional Transmission Planning under RM21-17 et al.
Filed By,MISO TRANSMISSION OWNERS,11/20/2023,0,20231120-0004 Go to Doc InfoGo to File List,Petition for Review filed in the United States Court of Appeals for the District of Columbia Circuit of MISO Transmission Owners (Ameren Services Company et al) re FERC’s Order No. 2023 under RM22-14. (Part 1 of 12)
Filed By,MISO TRANSMISSION OWNERS,11/20/2023,1,20231120-0004 Go to Doc InfoGo to File List,Petition for Review filed in the United States Court of Appeals for the District of Columbia Circuit of MISO Transmission Owners (Ameren Services Company et al) re FERC’s Order No. 2023 under RM22-14. (Part 1 of 12)
Filed By,MISO TRANSMISSION OWNERS,11/20/2023,0,20231120-0008 Go to Doc InfoGo to File List,Petition for Review filed in the United States Court of Appeals for the District of Columbia Circuit of MISO Transmission Owners (Ameren Services Company et al) re FERC’s Order No. 2023 under RM22-14. (Part 5 of 12)
Filed By,MISO TRANSMISSION OWNERS,11/20/2023,1,20231120-0008 Go to Doc InfoGo to File List,Petition for Review filed in the United States Court of Appeals for the District of Columbia Circuit of MISO Transmission Owners (Ameren Services Company et al) re FERC’s Order No. 2023 under RM22-14. (Part 5 of 12)
Filed By,MISO TRANSMISSION OWNERS,11/20/2023,0,20231120-0007 Go to Doc InfoGo to File List,Petition for Review filed in the United States Court of Appeals for the District of Columbia Circuit of MISO Transmission Owners (Ameren Services Company et al) re FERC’s Order No. 2023 under RM22-14. (Part 4 of 12)
Filed By,MISO TRANSMISSION OWNERS,11/20/2023,1,20231120-0007 Go to Doc InfoGo to File List,Petition for Review filed in the United States Court of Appeals for the District of Columbia Circuit of MISO Transmission Owners (Ameren Services Company et al) re FERC’s Order No. 2023 under RM22-14. (Part 4 of 12)
Filed By,MISO TRANSMISSION OWNERS,11/20/2023,0,20231120-0009 Go to Doc InfoGo to File List,Petition for Review filed in the United States Court of Appeals for the District of Columbia Circuit of MISO Transmission Owners (Ameren Services Company et al) re FERC’s Order No. 2023 under RM22-14. (Part 6 of 12)
Filed By,MISO TRANSMISSION OWNERS,11/20/2023,1,20231120-0009 Go to Doc InfoGo to File List,Petition for Review filed in the United States Court of Appeals for the District of Columbia Circuit of MISO Transmission Owners (Ameren Services Company et al) re FERC’s Order No. 2023 under RM22-14. (Part 6 of 12)
Filed By,MISO TRANSMISSION OWNERS,11/20/2023,0,20231120-0010 Go to Doc InfoGo to File List,Petition for Review filed in the United States Court of Appeals for the District of Columbia Circuit of MISO Transmission Owners (Ameren Services Company et al) re FERC’s Order No. 2023 under RM22-14. (Part 7 of 12)
Filed By,MISO TRANSMISSION OWNERS,11/20/2023,1,20231120-0010 Go to Doc InfoGo to File List,Petition for Review filed in the United States Court of Appeals for the District of Columbia Circuit of MISO Transmission Owners (Ameren Services Company et al) re FERC’s Order No. 2023 under RM22-14. (Part 7 of 12)
Filed By,,11/20/2023,0,20231120-0015 Go to Doc InfoGo to File List,Petition for Review filed in the United States Court of Appeals for the District of Columbia Circuit of MISO Transmission Owners (Ameren Services Company et al) re FERC’s Order No. 2023 under RM22-14. (Part 12 of 12)
Filed By,,11/20/2023,1,20231120-0015 Go to Doc InfoGo to File List,Petition for Review filed in the United States Court of Appeals for the District of Columbia Circuit of MISO Transmission Owners (Ameren Services Company et al) re FERC’s Order No. 2023 under RM22-14. (Part 12 of 12)
Filed By,MISO TRANSMISSION OWNERS,11/20/2023,0,20231120-0011 Go to Doc InfoGo to File List,Petition for Review filed in the United States Court of Appeals for the District of Columbia Circuit of MISO Transmission Owners (Ameren Services Company et al) re FERC’s Order No. 2023 under RM22-14. (Part 8 of 12)
Filed By,MISO TRANSMISSION OWNERS,11/20/2023,1,20231120-0011 Go to Doc InfoGo to File List,Petition for Review filed in the United States Court of Appeals for the District of Columbia Circuit of MISO Transmission Owners (Ameren Services Company et al) re FERC’s Order No. 2023 under RM22-14. (Part 8 of 12)
Filed By,MISO TRANSMISSION OWNERS,11/20/2023,0,20231120-0013 Go to Doc InfoGo to File List,Petition for Review filed in the United States Court of Appeals for the District of Columbia Circuit of MISO Transmission Owners (Ameren Services Company et al) re FERC’s Order No. 2023 under RM22-14. (Part 10 of 12)
Filed By,MISO TRANSMISSION OWNERS,11/20/2023,1,20231120-0013 Go to Doc InfoGo to File List,Petition for Review filed in the United States Court of Appeals for the District of Columbia Circuit of MISO Transmission Owners (Ameren Services Company et al) re FERC’s Order No. 2023 under RM22-14. (Part 10 of 12)
Filed By,MISO TRANSMISSION OWNERS,11/20/2023,0,20231120-0005 Go to Doc InfoGo to File List,Petition for Review filed in the United States Court of Appeals for the District of Columbia Circuit of MISO Transmission Owners (Ameren Services Company et al) re FERC’s Order No. 2023 under RM22-14. (Part 2 of 12)
Filed By,MISO TRANSMISSION OWNERS,11/20/2023,1,20231120-0005 Go to Doc InfoGo to File List,Petition for Review filed in the United States Court of Appeals for the District of Columbia Circuit of MISO Transmission Owners (Ameren Services Company et al) re FERC’s Order No. 2023 under RM22-14. (Part 2 of 12)
Filed By,MISO TRANSMISSION OWNERS,11/20/2023,0,20231120-0012 Go to Doc InfoGo to File List,Petition for Review filed in the United States Court of Appeals for the District of Columbia Circuit of MISO Transmission Owners (Ameren Services Company et al) re FERC’s Order No. 2023 under RM22-14. (Part 9 of 12)
Filed By,MISO TRANSMISSION OWNERS,11/20/2023,1,20231120-0012 Go to Doc InfoGo to File List,Petition for Review filed in the United States Court of Appeals for the District of Columbia Circuit of MISO Transmission Owners (Ameren Services Company et al) re FERC’s Order No. 2023 under RM22-14. (Part 9 of 12)
Filed By,MISO TRANSMISSION OWNERS,11/20/2023,0,20231120-0014 Go to Doc InfoGo to File List,Petition for Review filed in the United States Court of Appeals for the District of Columbia Circuit of MISO Transmission Owners (Ameren Services Company et al) re FERC’s Order No. 2023 under RM22-14. (Part 11 of 12)
Filed By,MISO TRANSMISSION OWNERS,11/20/2023,1,20231120-0014 Go to Doc InfoGo to File List,Petition for Review filed in the United States Court of Appeals for the District of Columbia Circuit of MISO Transmission Owners (Ameren Services Company et al) re FERC’s Order No. 2023 under RM22-14. (Part 11 of 12)
Filed By,MISO TRANSMISSION OWNERS,11/20/2023,0,20231120-0006 Go to Doc InfoGo to File List,Petition for Review filed in the United States Court of Appeals for the District of Columbia Circuit of MISO Transmission Owners (Ameren Services Company et al) re FERC’s Order No. 2023 under RM22-14. (Part 3 of 12)
Filed By,MISO TRANSMISSION OWNERS,11/20/2023,1,20231120-0006 Go to Doc InfoGo to File List,Petition for Review filed in the United States Court of Appeals for the District of Columbia Circuit of MISO Transmission Owners (Ameren Services Company et al) re FERC’s Order No. 2023 under RM22-14. (Part 3 of 12)
Filed By,"Avangrid, Inc.",11/21/2023,0,20231121-5198 Go to Doc InfoGo to File List,"Petition for Review filed in the U.S. Court of Appeals for the District of Columbia Circuit of Avangrid, Inc. re Order No. 2023 under RM22-14 (No Case No.)."
Filed By,"Avangrid, Inc.",11/21/2023,1,20231121-5198 Go to Doc InfoGo to File List,"Petition for Review filed in the U.S. Court of Appeals for the District of Columbia Circuit of Avangrid, Inc. re Order No. 2023 under RM22-14 (No Case No.)."
Filed By,"New York Transmission Owners Central Hudson Gas & Electric Corporation Consolidated Edison Company of New York, Inc. , Orange and Rockland Utilities, Inc. , Long Island Power Authority , New York Power Authority , New York State Electric & Gas Corporation , Rochester Gas and Electric Corporation , Niagara Mohawk d/b/a/ National Grid ,",11/27/2023,0,20231127-5172 Go to Doc InfoGo to File List,"Petition for Review filed in the U.S. Court of Appeals for the District of Columbia Circuit of Central Hudson Gas & Electric Corporation, et. al. (New York Transmission Owners), re Order No. 2023 under RM22-14 (Case No. 23-1330)."
Filed By,"Tri-State Generation and Transmission Association, Inc.",11/30/2023,0,20231130-5015 Go to Doc InfoGo to File List,"Tri-State Generation and Transmission Association, Inc. submits Request to Update Service List under ER22-282, et al."
Filed By,National Association of Regulatory Utility Commissioners,11/30/2023,0,20231130-5149 Go to Doc InfoGo to File List,"National Association of Regulatory Utility Commissioners submits Request to Update Service List under QF13-402, et al."
Filed By,"Solar Energy Industries Association Advanced Energy United American Clean Power Association ,",12/20/2023,0,20231220-5271 Go to Doc InfoGo to File List,"Amended Petition for Review filed in the United States Court of Appeals for the District of Columbia Circuit of Advance Energy United et. al., re FERC’s Order No. 2023 under RM22-14 (Case No. 23-1282)"
Filed By,"Solar Energy Industries Association Advanced Energy United American Clean Power Association ,",12/20/2023,1,20231220-5271 Go to Doc InfoGo to File List,"Amended Petition for Review filed in the United States Court of Appeals for the District of Columbia Circuit of Advance Energy United et. al., re FERC’s Order No. 2023 under RM22-14 (Case No. 23-1282)"
Filed By,PacifiCorp,12/26/2023,0,20231226-5181 Go to Doc InfoGo to File List,"Petition for Review filed in the U.S. Court of Appeals for the District of Columbia Circuit of PacifiCorp, re Order No. 2023 under RM22-14 (No Case No.)."
Filed By,PacifiCorp,12/26/2023,1,20231226-5181 Go to Doc InfoGo to File List,"Petition for Review filed in the U.S. Court of Appeals for the District of Columbia Circuit of PacifiCorp, re Order No. 2023 under RM22-14 (No Case No.)."
Filed By,PACIFICORP,01/02/2024,0,20240102-0001 Go to Doc InfoGo to File List,Petition for Review filed in the U.S. Court of Appeals for the District of Columbia Circuit of PacifiCorp re Order No. 2023 under RM22-14 (Case No. 23-1346).
Filed By,PACIFICORP,01/02/2024,1,20240102-0001 Go to Doc InfoGo to File List,Petition for Review filed in the U.S. Court of Appeals for the District of Columbia Circuit of PacifiCorp re Order No. 2023 under RM22-14 (Case No. 23-1346).
Filed By,Invenergy Solar Development North America LLC,01/19/2024,0,20240119-5133 Go to Doc InfoGo to File List,"Invenergy Solar Project Development LLC, et al. submit Request to Update Service List under ER23-2359, et al."
Issued By,CHAIR AND IMMEDIATE STAFF (FERC),01/22/2024,0,20240122-4017 Go to Doc InfoGo to File List,Chairman Willie Phillips' response to U.S. Senator Sheldon Whitehouse's 11/07/2023 letter re the notices of proposed rulemakings related to regional transmission planning and cost allocation etc. under RM21-17 et al.
Issued By,CHAIR AND IMMEDIATE STAFF (FERC),01/22/2024,1,20240122-4018 Go to Doc InfoGo to File List,"Chairman Willie Phillips' response to U.S. Senator Angus S. King, Jr.'s 12/04/2023 letter re the support of the appropriate use of dynamic line ratings etc. under AD22-5 et al."
Filed By,SunZia Transmission LLC,02/23/2024,0,20240223-5220 Go to Doc InfoGo to File List,"Motion of SunZia Transmission LLC for Limited Extension of Time to make Compliance Filing, Request for Shortened Comment Period and Expedited Consideration under RM22-14."
Filed By,SunZia Transmission LLC,02/23/2024,1,20240223-5220 Go to Doc InfoGo to File List,"Motion of SunZia Transmission LLC for Limited Extension of Time to make Compliance Filing, Request for Shortened Comment Period and Expedited Consideration under RM22-14."
Filed By,Western Interconnect LLC,02/27/2024,0,20240227-5105 Go to Doc InfoGo to File List,"Motion of Western Interconnect LLC for Limited Extension of Time to make compliance filing, and request for shortened comment period and expedited consideration under RM22-14."
Filed By,Western Interconnect LLC,02/27/2024,1,20240227-5105 Go to Doc InfoGo to File List,"Motion of Western Interconnect LLC for Limited Extension of Time to make compliance filing, and request for shortened comment period and expedited consideration under RM22-14."
Issued By,CHAIR AND IMMEDIATE STAFF (FERC),02/29/2024,0,20240229-4000 Go to Doc InfoGo to File List,Chairman Willie Phillips' response to U.S. Senator Thomas R. Carper's 01/25/2024 letter re the 2023 Annual Reliability Technical Conference concerning the electric reliability of the Environmental Protection Agency’s proposed rule etc. under AD23-9 et al.
Issued By,"SECRETARY OF THE COMMISSION, FERC COMMISSIONERS AND IMMEDIATE STAFF (THE COMMISSION)",03/21/2024,1,20240321-3128 Go to Doc InfoGo to File List,Order No. 2023-A: Order on rehearing and clarification; Improvements to Generator Interconnection Procedures and Agreements under RM22-14. Commissioner Christie is concurring with a separate statement attached.
Issued By,"SECRETARY OF THE COMMISSION, FERC",03/29/2024,0,20240329-3032 Go to Doc InfoGo to File List,Notice Granting Extension of Time re SunZia Transmission LLC under RM22-14.
Issued By,"SECRETARY OF THE COMMISSION, FERC",03/29/2024,0,20240329-3033 Go to Doc InfoGo to File List,Notice Granting Extension of Time re Western Interconnect LLC under RM22-14.
Filed By,Bekaert,04/03/2024,1,20240403-5058 Go to Doc InfoGo to File List,Comments of Bekaert encouraging FERC to add additional terminology to the definition of advanced conductors used Order No. 2023-A under RM22-14.
Filed By,PacifiCorp,04/22/2024,1,20240422-5280 Go to Doc InfoGo to File List,"Petition for Review filed in the U.S. Court of Appeals for the District of Columbia Circuit of PacifiCorp, re Order No. 2023-A under RM22-14 (No Case No.)."
Filed By,PACIFICORP,04/25/2024,0,20240425-0007 Go to Doc InfoGo to File List,"Petition for Review filed in the U.S. Court of Appeals for the District of Columbia of PacifiCorp re Order No. 2023-A, issued Mar. 21, 2024 under RM22-14 (Case No. 24-1093)."
Issued By,CHAIR AND IMMEDIATE STAFF (FERC),04/29/2024,0,20240429-4000 Go to Doc InfoGo to File List,Chairman Willie Phillips' response to State Legislators 10/26/2023 letter re the reliability of the Bulk Power System under AD21-10 et al.
Filed By,"Avangrid, Inc.",05/06/2024,1,20240506-5160 Go to Doc InfoGo to File List,"Petition for Review filed in the U.S. Court of Appeals for the District of Columbia Circuit of Avangrid, Inc. re Order Nos. 2023 and 2023-A under RM22-14 (No Case No.)."
Filed By,"Avangrid, Inc.",05/06/2024,0,20240506-5160 Go to Doc InfoGo to File List,"Petition for Review filed in the U.S. Court of Appeals for the District of Columbia Circuit of Avangrid, Inc. re Order Nos. 2023 and 2023-A under RM22-14 (No Case No.)."
Filed By,"FIRSTENERGY SERVICE COMPANY DOMINION ENERGY SERVICES, INC. EXELON CORPORATION ,",05/07/2024,0,20240507-0001 Go to Doc InfoGo to File List,"Petition for Review of FirstEnergy Service Company, et al., filed in the U.S. Court of Appeals for the District of Columbia Circuit re Order No. 2023, et al., under RM22-14 (Case No. 24-1106)."
Filed By,"FIRSTENERGY SERVICE COMPANY DOMINION ENERGY SERVICES, INC. EXELON CORPORATION ,",05/07/2024,1,20240507-0001 Go to Doc InfoGo to File List,"Petition for Review of FirstEnergy Service Company, et al., filed in the U.S. Court of Appeals for the District of Columbia Circuit re Order No. 2023, et al., under RM22-14 (Case No. 24-1106)."
Filed By,"Avangrid, Inc.",05/07/2024,1,20240507-5148 Go to Doc InfoGo to File List,"Petition for Review of Avangrid, Inc., filed in the U.S. Court of Appeals for the District of Columbia Circuit re Order No. 2023 and Order No. 2023-A, under RM22-14 (Case No. 24-1112)."
Filed By,"Avangrid, Inc.",05/07/2024,0,20240507-5148 Go to Doc InfoGo to File List,"Petition for Review of Avangrid, Inc., filed in the U.S. Court of Appeals for the District of Columbia Circuit re Order No. 2023 and Order No. 2023-A, under RM22-14 (Case No. 24-1112)."
Filed By,"FirstEnergy Service Company Dominion Energy Services, Inc. Exelon Corporation ,",05/08/2024,0,20240508-5058 Go to Doc InfoGo to File List,"Petition for Review of FirstEnergy Service Company, et al., filed in the U.S. Court of Appeals for the District of Columbia Circuit re Order No. 2023, et al., under RM22-14 (Case No. 24-1106). Duplicate in hard copy under 20240507-0001."
Filed By,"FirstEnergy Service Company Dominion Energy Services, Inc. Exelon Corporation ,",05/08/2024,1,20240508-5058 Go to Doc InfoGo to File List,"Petition for Review of FirstEnergy Service Company, et al., filed in the U.S. Court of Appeals for the District of Columbia Circuit re Order No. 2023, et al., under RM22-14 (Case No. 24-1106). Duplicate in hard copy under 20240507-0001."
Filed By,Hunton Andrews Kurth LLP,05/08/2024,0,20240508-5102 Go to Doc InfoGo to File List,"Hunton Andrews Kurth LLP submits Request to Update Service List under ER24-390, et al."
Filed By,Hunton Andrews Kurth LLP,05/08/2024,1,20240508-5102 Go to Doc InfoGo to File List,"Hunton Andrews Kurth LLP submits Request to Update Service List under ER24-390, et al."
Filed By,"AVANGRID, INC.",05/08/2024,0,20240508-0005 Go to Doc InfoGo to File List,"Petition for Review filed in the U.S. Court of Appeals for the District of Columbia Circuit of Avangrid, Inc. re Order Nos. 2023 and 2023-A under RM22-14 (No Case No.) Duplicate of Accession No. 20240506-5160."
Filed By,"AVANGRID, INC.",05/08/2024,1,20240508-0005 Go to Doc InfoGo to File List,"Petition for Review filed in the U.S. Court of Appeals for the District of Columbia Circuit of Avangrid, Inc. re Order Nos. 2023 and 2023-A under RM22-14 (No Case No.) Duplicate of Accession No. 20240506-5160."
Filed By,"AVANGRID, INC.",05/08/2024,0,20240508-0006 Go to Doc InfoGo to File List,"Order to consolidate cases under Case No. 23-1282, in the U.S. Court of Appeals for the District of Columbia Circuit of Avangrid, Inc. re Order No. 2023, et al., under RM22-14 (Case No. 24-1112)."
Filed By,"AVANGRID, INC.",05/08/2024,1,20240508-0006 Go to Doc InfoGo to File List,"Order to consolidate cases under Case No. 23-1282, in the U.S. Court of Appeals for the District of Columbia Circuit of Avangrid, Inc. re Order No. 2023, et al., under RM22-14 (Case No. 24-1112)."
Filed By,"New York Independent System Operator, Inc.",05/17/2024,1,20240517-5173 Go to Doc InfoGo to File List,"Petition for Review filed in the U.S. Court of Appeals for the District of Columbia Circuit of New York Independent System Operator, Inc. re Order Nos. 2023 and 2023-A under RM22-14 (Case No. 24-1140)."
Filed By,"New York Independent System Operator, Inc.",05/17/2024,0,20240517-5173 Go to Doc InfoGo to File List,"Petition for Review filed in the U.S. Court of Appeals for the District of Columbia Circuit of New York Independent System Operator, Inc. re Order Nos. 2023 and 2023-A under RM22-14 (Case No. 24-1140)."
Filed By,"SOUTHWEST POWER POOL, INC. WRIGHT & TALISMAN, PC",05/20/2024,1,20240520-4001 Go to Doc InfoGo to File List,"Petition for Review filed in the U.S. Court of Appeals for the District of Columbia Circuit of Southwest Power Pool, Inc. re FERC’s Order No. 2023-A under RM22-14 (Case No. 24-1137)."
Filed By,MISO TRANSMISSION OWNERS,05/20/2024,1,20240520-4002 Go to Doc InfoGo to File List,Petition for Review filed in the U.S. Court of Appeals for the District of Columbia Circuit of MISO Transmission Owners re FERC’s Order No. 2023-A under RM22-14 (Case No. 24-1136).
Filed By,"SOUTHWEST POWER POOL, INC.",05/20/2024,1,20240520-0034 Go to Doc InfoGo to File List,"Petition for Review filed in the U.S. Court of Appeals for the District of Columbia Circuit of Southwest Power Pool, Inc. re FERC’s Order No. 2023-A under RM22-14 (No Case No.)."
Filed By,"PJM INTERCONNECTION, L.L.C.",05/20/2024,0,20240520-0032 Go to Doc InfoGo to File List,"Petition for Review filed in the US Court of Appeals for the District of Columbia Circuit of PJM Interconnection, L.L.C. re FERC’s Order Nos. 2023 and 2023-A under RM22-14 (No Case No.)."
Filed By,"PJM INTERCONNECTION, L.L.C.",05/20/2024,1,20240520-0032 Go to Doc InfoGo to File List,"Petition for Review filed in the US Court of Appeals for the District of Columbia Circuit of PJM Interconnection, L.L.C. re FERC’s Order Nos. 2023 and 2023-A under RM22-14 (No Case No.)."
Filed By,"NEW YORK INDEPENDENT SYSTEM OPERATOR, INC.",05/20/2024,0,20240521-0023 Go to Doc InfoGo to File List,"Petition for Review filed in the U.S. Court of Appeals for the District of Columbia Circuit of New York Independent System Operator, Inc. re Order Nos. 2023 and 2023-A under RM22-14 (Case No. 24-1140). Hard copy of Accession No. 20240517-5173."
Filed By,"NEW YORK INDEPENDENT SYSTEM OPERATOR, INC.",05/20/2024,1,20240521-0023 Go to Doc InfoGo to File List,"Petition for Review filed in the U.S. Court of Appeals for the District of Columbia Circuit of New York Independent System Operator, Inc. re Order Nos. 2023 and 2023-A under RM22-14 (Case No. 24-1140). Hard copy of Accession No. 20240517-5173."
Filed By,MISO TRANSMISSION OWNERS,05/20/2024,1,20240520-0033 Go to Doc InfoGo to File List,Petition for Review filed in the U.S. Court of Appeals for the District of Columbia Circuit of MISO Transmission Owners re FERC’s Order No. 2023-A under RM22-14 (No Case No.).
Filed By,"Midcontinent Independent System Operator, Inc.",05/21/2024,1,20240521-5201 Go to Doc InfoGo to File List,"Petition for Review filed in the U.S. Court of Appeals for the District of Columbia Circuit of Midcontinent Independent System Operator, Inc. re Order No. 2023-A under RM22-14 (Case No. 24-1141)."
